id	task	Y.1	ChoiceSet.1	Wetland.1	Payment.1	Covercrop.1	NuMgt.1	Y.2	ChoiceSet.2	Wetland.2	Payment.2	Covercrop.2	NuMgt.2	Choice	income	areaf	demPrez16	dem_2018	unemploy	costlive	hrwage	taxcost	cashrent	crp2018	landvalu	impstrea	implakes	impwetl	imptotal	childcar	foodcost	healthc	housecos	othercos	convCS	corn
6954002510	6	1	2	0	450	0	1	0	2	0	0	0	0	1	1	1	1	1	3.1	64137	20.56	860	76	76	18090	31.3	1071	0	22	707	784	486	1113	555	0	0
6954002510	7	1	2	0	150	1	0	0	2	0	0	0	0	1	1	1	1	1	3.1	64137	20.56	860	76	76	18090	31.3	1071	0	22	707	784	486	1113	555	0	0
6954002510	8	1	2	1	200	0	0	0	2	0	0	0	0	1	1	1	1	1	3.1	64137	20.56	860	76	76	18090	31.3	1071	0	22	707	784	486	1113	555	0	0
6954000142	1	1	2	1	600	1	1	0	2	0	0	0	0	1	6	1	0	1	4.5	44271	14.19	417	215	213	6510	207.9	700	0	24	189	749	417	698	423	1	1
6954000142	2	0	2	0	50	1	0	1	2	0	0	0	0	2	6	1	0	1	4.5	44271	14.19	417	215	213	6510	207.9	700	0	24	189	749	417	698	423	1	1
6954000142	3	1	2	1	650	0	0	0	2	0	0	0	0	1	6	1	0	1	4.5	44271	14.19	417	215	213	6510	207.9	700	0	24	189	749	417	698	423	1	1
6954000142	4	1	2	0	25	0	1	0	2	0	0	0	0	1	6	1	0	1	4.5	44271	14.19	417	215	213	6510	207.9	700	0	24	189	749	417	698	423	1	1
6954000142	5	1	2	1	500	1	1	0	2	0	0	0	0	1	6	1	0	1	4.5	44271	14.19	417	215	213	6510	207.9	700	0	24	189	749	417	698	423	1	1
6954000142	6	0	2	0	450	0	1	1	2	0	0	0	0	2	6	1	0	1	4.5	44271	14.19	417	215	213	6510	207.9	700	0	24	189	749	417	698	423	1	1
6954000142	7	1	2	0	150	1	0	0	2	0	0	0	0	1	6	1	0	1	4.5	44271	14.19	417	215	213	6510	207.9	700	0	24	189	749	417	698	423	1	1
6954000142	8	0	2	1	200	0	0	1	2	0	0	0	0	2	6	1	0	1	4.5	44271	14.19	417	215	213	6510	207.9	700	0	24	189	749	417	698	423	1	1
6952091365	1	1	2	1	600	1	1	0	2	0	0	0	0	1	4	2	0	1	3.6	44597	14.29	425	183	183	5444	303.4	977	7.81	22	190	775	417	698	430	1	1
6952091365	2	1	2	0	50	1	0	0	2	0	0	0	0	1	4	2	0	1	3.6	44597	14.29	425	183	183	5444	303.4	977	7.81	22	190	775	417	698	430	1	1
6952091365	3	1	2	1	650	0	0	0	2	0	0	0	0	1	4	2	0	1	3.6	44597	14.29	425	183	183	5444	303.4	977	7.81	22	190	775	417	698	430	1	1
6952091365	4	1	2	0	25	0	1	0	2	0	0	0	0	1	4	2	0	1	3.6	44597	14.29	425	183	183	5444	303.4	977	7.81	22	190	775	417	698	430	1	1
6952091365	5	1	2	1	500	1	1	0	2	0	0	0	0	1	4	2	0	1	3.6	44597	14.29	425	183	183	5444	303.4	977	7.81	22	190	775	417	698	430	1	1
6952091365	6	1	2	0	450	0	1	0	2	0	0	0	0	1	4	2	0	1	3.6	44597	14.29	425	183	183	5444	303.4	977	7.81	22	190	775	417	698	430	1	1
6952091365	7	1	2	0	150	1	0	0	2	0	0	0	0	1	4	2	0	1	3.6	44597	14.29	425	183	183	5444	303.4	977	7.81	22	190	775	417	698	430	1	1
6952091365	8	1	2	1	200	0	0	0	2	0	0	0	0	1	4	2	0	1	3.6	44597	14.29	425	183	183	5444	303.4	977	7.81	22	190	775	417	698	430	1	1
6950969532	1	0	2	1	600	1	1	1	2	0	0	0	0	2	3	2	0	0	3.8	43375	13.9	394	207	197	6875	229.6	2004	0	20	233	756	417	698	425	1	1
6950969532	2	0	2	0	50	1	0	1	2	0	0	0	0	2	3	2	0	0	3.8	43375	13.9	394	207	197	6875	229.6	2004	0	20	233	756	417	698	425	1	1
6950969532	3	0	2	1	650	0	0	1	2	0	0	0	0	2	3	2	0	0	3.8	43375	13.9	394	207	197	6875	229.6	2004	0	20	233	756	417	698	425	1	1
6950969532	4	0	2	0	25	0	1	1	2	0	0	0	0	2	3	2	0	0	3.8	43375	13.9	394	207	197	6875	229.6	2004	0	20	233	756	417	698	425	1	1
6950969532	5	0	2	1	500	1	1	1	2	0	0	0	0	2	3	2	0	0	3.8	43375	13.9	394	207	197	6875	229.6	2004	0	20	233	756	417	698	425	1	1
6950969532	6	0	2	0	450	0	1	1	2	0	0	0	0	2	3	2	0	0	3.8	43375	13.9	394	207	197	6875	229.6	2004	0	20	233	756	417	698	425	1	1
6950969532	7	0	2	0	150	1	0	1	2	0	0	0	0	2	3	2	0	0	3.8	43375	13.9	394	207	197	6875	229.6	2004	0	20	233	756	417	698	425	1	1
6950969532	8	0	2	1	200	0	0	1	2	0	0	0	0	2	3	2	0	0	3.8	43375	13.9	394	207	197	6875	229.6	2004	0	20	233	756	417	698	425	1	1
6950966877	1	0	2	1	600	1	1	1	2	0	0	0	0	2	4	2	0	1	4.5	44271	14.19	417	215	213	6510	207.9	700	0	24	189	749	417	698	423	1	1
6950966877	2	1	2	0	50	1	0	0	2	0	0	0	0	1	4	2	0	1	4.5	44271	14.19	417	215	213	6510	207.9	700	0	24	189	749	417	698	423	1	1
6950966877	3	1	2	1	650	0	0	0	2	0	0	0	0	1	4	2	0	1	4.5	44271	14.19	417	215	213	6510	207.9	700	0	24	189	749	417	698	423	1	1
6950966877	4	1	2	0	25	0	1	0	2	0	0	0	0	1	4	2	0	1	4.5	44271	14.19	417	215	213	6510	207.9	700	0	24	189	749	417	698	423	1	1
6950966877	5	1	2	1	500	1	1	0	2	0	0	0	0	1	4	2	0	1	4.5	44271	14.19	417	215	213	6510	207.9	700	0	24	189	749	417	698	423	1	1
6950966877	6	1	2	0	450	0	1	0	2	0	0	0	0	1	4	2	0	1	4.5	44271	14.19	417	215	213	6510	207.9	700	0	24	189	749	417	698	423	1	1
6950966877	7	1	2	0	150	1	0	0	2	0	0	0	0	1	4	2	0	1	4.5	44271	14.19	417	215	213	6510	207.9	700	0	24	189	749	417	698	423	1	1
6950966877	8	1	2	1	200	0	0	0	2	0	0	0	0	1	4	2	0	1	4.5	44271	14.19	417	215	213	6510	207.9	700	0	24	189	749	417	698	423	1	1
6950963846	1	1	2	1	600	1	1	0	2	0	0	0	0	1	2	1	0	1	3	47201	15.13	478	215	232	7565	344.4	5253	0	42	237	746	417	874	474	0	0
6950963846	2	1	2	0	50	1	0	0	2	0	0	0	0	1	2	1	0	1	3	47201	15.13	478	215	232	7565	344.4	5253	0	42	237	746	417	874	474	0	0
6950963846	3	1	2	1	650	0	0	0	2	0	0	0	0	1	2	1	0	1	3	47201	15.13	478	215	232	7565	344.4	5253	0	42	237	746	417	874	474	0	0
6950963846	4	1	2	0	25	0	1	0	2	0	0	0	0	1	2	1	0	1	3	47201	15.13	478	215	232	7565	344.4	5253	0	42	237	746	417	874	474	0	0
6950963846	5	1	2	1	500	1	1	0	2	0	0	0	0	1	2	1	0	1	3	47201	15.13	478	215	232	7565	344.4	5253	0	42	237	746	417	874	474	0	0
6950963846	6	1	2	0	450	0	1	0	2	0	0	0	0	1	2	1	0	1	3	47201	15.13	478	215	232	7565	344.4	5253	0	42	237	746	417	874	474	0	0
6950963846	7	1	2	0	150	1	0	0	2	0	0	0	0	1	2	1	0	1	3	47201	15.13	478	215	232	7565	344.4	5253	0	42	237	746	417	874	474	0	0
6950963846	8	1	2	1	200	0	0	0	2	0	0	0	0	1	2	1	0	1	3	47201	15.13	478	215	232	7565	344.4	5253	0	42	237	746	417	874	474	0	0
6949522020	1	NA	2	1	600	1	1	NA	2	0	0	0	0	NA	NA	4	0	0	6.1	44199	14.17	415	184	202	7059	165.2	1242	0	19	208	760	417	698	426	1	1
6949522020	2	NA	2	0	50	1	0	NA	2	0	0	0	0	NA	NA	4	0	0	6.1	44199	14.17	415	184	202	7059	165.2	1242	0	19	208	760	417	698	426	1	1
6949522020	3	NA	2	1	650	0	0	NA	2	0	0	0	0	NA	NA	4	0	0	6.1	44199	14.17	415	184	202	7059	165.2	1242	0	19	208	760	417	698	426	1	1
6949522020	4	NA	2	0	25	0	1	NA	2	0	0	0	0	NA	NA	4	0	0	6.1	44199	14.17	415	184	202	7059	165.2	1242	0	19	208	760	417	698	426	1	1
6949522020	5	NA	2	1	500	1	1	NA	2	0	0	0	0	NA	NA	4	0	0	6.1	44199	14.17	415	184	202	7059	165.2	1242	0	19	208	760	417	698	426	1	1
6949522020	6	NA	2	0	450	0	1	NA	2	0	0	0	0	NA	NA	4	0	0	6.1	44199	14.17	415	184	202	7059	165.2	1242	0	19	208	760	417	698	426	1	1
6949522020	7	NA	2	0	150	1	0	NA	2	0	0	0	0	NA	NA	4	0	0	6.1	44199	14.17	415	184	202	7059	165.2	1242	0	19	208	760	417	698	426	1	1
6949522020	8	NA	2	1	200	0	0	NA	2	0	0	0	0	NA	NA	4	0	0	6.1	44199	14.17	415	184	202	7059	165.2	1242	0	19	208	760	417	698	426	1	1
6949520595	1	0	2	1	600	1	1	1	2	0	0	0	0	2	5	3	0	1	3	47201	15.13	478	215	232	7565	344.4	5253	0	42	237	746	417	874	474	1	1
6949520595	2	0	2	0	50	1	0	1	2	0	0	0	0	2	5	3	0	1	3	47201	15.13	478	215	232	7565	344.4	5253	0	42	237	746	417	874	474	1	1
6949520595	3	0	2	1	650	0	0	1	2	0	0	0	0	2	5	3	0	1	3	47201	15.13	478	215	232	7565	344.4	5253	0	42	237	746	417	874	474	1	1
6949520595	4	0	2	0	25	0	1	1	2	0	0	0	0	2	5	3	0	1	3	47201	15.13	478	215	232	7565	344.4	5253	0	42	237	746	417	874	474	1	1
6949520595	5	0	2	1	500	1	1	1	2	0	0	0	0	2	5	3	0	1	3	47201	15.13	478	215	232	7565	344.4	5253	0	42	237	746	417	874	474	1	1
6949520595	6	0	2	0	450	0	1	1	2	0	0	0	0	2	5	3	0	1	3	47201	15.13	478	215	232	7565	344.4	5253	0	42	237	746	417	874	474	1	1
6949520595	7	1	2	0	150	1	0	0	2	0	0	0	0	1	5	3	0	1	3	47201	15.13	478	215	232	7565	344.4	5253	0	42	237	746	417	874	474	1	1
6949520595	8	0	2	1	200	0	0	1	2	0	0	0	0	2	5	3	0	1	3	47201	15.13	478	215	232	7565	344.4	5253	0	42	237	746	417	874	474	1	1
6949519165	1	0	2	1	600	1	1	1	2	0	0	0	0	2	2	2	0	0	4.3	47666	15.28	503	66	63	1986	0	0	0	0	195	743	417	698	421	1	1
6949519165	2	0	2	0	50	1	0	1	2	0	0	0	0	2	2	2	0	0	4.3	47666	15.28	503	66	63	1986	0	0	0	0	195	743	417	698	421	1	1
6949519165	3	0	2	1	650	0	0	1	2	0	0	0	0	2	2	2	0	0	4.3	47666	15.28	503	66	63	1986	0	0	0	0	195	743	417	698	421	1	1
6949519165	4	0	2	0	25	0	1	1	2	0	0	0	0	2	2	2	0	0	4.3	47666	15.28	503	66	63	1986	0	0	0	0	195	743	417	698	421	1	1
6949519165	5	0	2	1	500	1	1	1	2	0	0	0	0	2	2	2	0	0	4.3	47666	15.28	503	66	63	1986	0	0	0	0	195	743	417	698	421	1	1
6949519165	6	0	2	0	450	0	1	1	2	0	0	0	0	2	2	2	0	0	4.3	47666	15.28	503	66	63	1986	0	0	0	0	195	743	417	698	421	1	1
6949519165	7	0	2	0	150	1	0	1	2	0	0	0	0	2	2	2	0	0	4.3	47666	15.28	503	66	63	1986	0	0	0	0	195	743	417	698	421	1	1
6949519165	8	1	2	1	200	0	0	0	2	0	0	0	0	1	2	2	0	0	4.3	47666	15.28	503	66	63	1986	0	0	0	0	195	743	417	698	421	1	1
6949517026	1	NA	2	1	600	1	1	NA	2	0	0	0	0	NA	NA	NA	0	1	4.8	50857	16.3	579	228	222	6745	95.5	5867	0	23	256	743	417	764	440	0	1
6949517026	2	NA	2	0	50	1	0	NA	2	0	0	0	0	NA	NA	NA	0	1	4.8	50857	16.3	579	228	222	6745	95.5	5867	0	23	256	743	417	764	440	0	1
6949517026	3	NA	2	1	650	0	0	NA	2	0	0	0	0	NA	NA	NA	0	1	4.8	50857	16.3	579	228	222	6745	95.5	5867	0	23	256	743	417	764	440	0	1
6949517026	4	NA	2	0	25	0	1	NA	2	0	0	0	0	NA	NA	NA	0	1	4.8	50857	16.3	579	228	222	6745	95.5	5867	0	23	256	743	417	764	440	0	1
6949517026	5	NA	2	1	500	1	1	NA	2	0	0	0	0	NA	NA	NA	0	1	4.8	50857	16.3	579	228	222	6745	95.5	5867	0	23	256	743	417	764	440	0	1
6949517026	6	NA	2	0	450	0	1	NA	2	0	0	0	0	NA	NA	NA	0	1	4.8	50857	16.3	579	228	222	6745	95.5	5867	0	23	256	743	417	764	440	0	1
6949517026	7	NA	2	0	150	1	0	NA	2	0	0	0	0	NA	NA	NA	0	1	4.8	50857	16.3	579	228	222	6745	95.5	5867	0	23	256	743	417	764	440	0	1
6949517026	8	NA	2	1	200	0	0	NA	2	0	0	0	0	NA	NA	NA	0	1	4.8	50857	16.3	579	228	222	6745	95.5	5867	0	23	256	743	417	764	440	0	1
6949515466	1	1	2	1	600	1	1	0	2	0	0	0	0	1	2	2	0	0	3.3	46153	14.79	459	119	129	3410	4.4	10017	11.03	16	220	748	417	764	442	1	1
6949515466	2	0	2	0	50	1	0	1	2	0	0	0	0	2	2	2	0	0	3.3	46153	14.79	459	119	129	3410	4.4	10017	11.03	16	220	748	417	764	442	1	1
6949515466	3	1	2	1	650	0	0	0	2	0	0	0	0	1	2	2	0	0	3.3	46153	14.79	459	119	129	3410	4.4	10017	11.03	16	220	748	417	764	442	1	1
6949515466	4	0	2	0	25	0	1	1	2	0	0	0	0	2	2	2	0	0	3.3	46153	14.79	459	119	129	3410	4.4	10017	11.03	16	220	748	417	764	442	1	1
6949515466	5	1	2	1	500	1	1	0	2	0	0	0	0	1	2	2	0	0	3.3	46153	14.79	459	119	129	3410	4.4	10017	11.03	16	220	748	417	764	442	1	1
6949515466	6	0	2	0	450	0	1	1	2	0	0	0	0	2	2	2	0	0	3.3	46153	14.79	459	119	129	3410	4.4	10017	11.03	16	220	748	417	764	442	1	1
6949515466	7	0	2	0	150	1	0	1	2	0	0	0	0	2	2	2	0	0	3.3	46153	14.79	459	119	129	3410	4.4	10017	11.03	16	220	748	417	764	442	1	1
6949515466	8	1	2	1	200	0	0	0	2	0	0	0	0	1	2	2	0	0	3.3	46153	14.79	459	119	129	3410	4.4	10017	11.03	16	220	748	417	764	442	1	1
6949513982	1	1	2	1	600	1	1	0	2	0	0	0	0	1	1	1	1	1	3.1	64137	20.56	860	97	111	18090	31.3	1071	0	22	707	784	486	1113	555	0	0
6949513982	2	1	2	0	50	1	0	0	2	0	0	0	0	1	1	1	1	1	3.1	64137	20.56	860	97	111	18090	31.3	1071	0	22	707	784	486	1113	555	0	0
6949513982	3	1	2	1	650	0	0	0	2	0	0	0	0	1	1	1	1	1	3.1	64137	20.56	860	97	111	18090	31.3	1071	0	22	707	784	486	1113	555	0	0
6949513982	4	1	2	0	25	0	1	0	2	0	0	0	0	1	1	1	1	1	3.1	64137	20.56	860	97	111	18090	31.3	1071	0	22	707	784	486	1113	555	0	0
6949513982	5	1	2	1	500	1	1	0	2	0	0	0	0	1	1	1	1	1	3.1	64137	20.56	860	97	111	18090	31.3	1071	0	22	707	784	486	1113	555	0	0
6949513982	6	1	2	0	450	0	1	0	2	0	0	0	0	1	1	1	1	1	3.1	64137	20.56	860	97	111	18090	31.3	1071	0	22	707	784	486	1113	555	0	0
6949513982	7	1	2	0	150	1	0	0	2	0	0	0	0	1	1	1	1	1	3.1	64137	20.56	860	97	111	18090	31.3	1071	0	22	707	784	486	1113	555	0	0
6949513982	8	1	2	1	200	0	0	0	2	0	0	0	0	1	1	1	1	1	3.1	64137	20.56	860	97	111	18090	31.3	1071	0	22	707	784	486	1113	555	0	0
6949512250	1	1	2	1	600	1	1	0	2	0	0	0	0	1	4	3	0	1	4.2	43738	14.02	404	150	174	5396	150.7	1837	0	19	196	765	417	698	428	1	1
6949512250	2	1	2	0	50	1	0	0	2	0	0	0	0	1	4	3	0	1	4.2	43738	14.02	404	150	174	5396	150.7	1837	0	19	196	765	417	698	428	1	1
6949512250	3	1	2	1	650	0	0	0	2	0	0	0	0	1	4	3	0	1	4.2	43738	14.02	404	150	174	5396	150.7	1837	0	19	196	765	417	698	428	1	1
6949512250	4	1	2	0	25	0	1	0	2	0	0	0	0	1	4	3	0	1	4.2	43738	14.02	404	150	174	5396	150.7	1837	0	19	196	765	417	698	428	1	1
6949512250	5	1	2	1	500	1	1	0	2	0	0	0	0	1	4	3	0	1	4.2	43738	14.02	404	150	174	5396	150.7	1837	0	19	196	765	417	698	428	1	1
6949512250	6	1	2	0	450	0	1	0	2	0	0	0	0	1	4	3	0	1	4.2	43738	14.02	404	150	174	5396	150.7	1837	0	19	196	765	417	698	428	1	1
6949512250	7	1	2	0	150	1	0	0	2	0	0	0	0	1	4	3	0	1	4.2	43738	14.02	404	150	174	5396	150.7	1837	0	19	196	765	417	698	428	1	1
6949512250	8	1	2	1	200	0	0	0	2	0	0	0	0	1	4	3	0	1	4.2	43738	14.02	404	150	174	5396	150.7	1837	0	19	196	765	417	698	428	1	1
6949510004	1	0	2	1	600	1	1	1	2	0	0	0	0	2	NA	3	0	0	3.9	44509	14.27	423	197	187	6552	254.2	54	0	19	199	764	417	698	427	1	1
6949510004	2	0	2	0	50	1	0	1	2	0	0	0	0	2	NA	3	0	0	3.9	44509	14.27	423	197	187	6552	254.2	54	0	19	199	764	417	698	427	1	1
6949510004	3	1	2	1	650	0	0	0	2	0	0	0	0	1	NA	3	0	0	3.9	44509	14.27	423	197	187	6552	254.2	54	0	19	199	764	417	698	427	1	1
6949510004	4	1	2	0	25	0	1	0	2	0	0	0	0	1	NA	3	0	0	3.9	44509	14.27	423	197	187	6552	254.2	54	0	19	199	764	417	698	427	1	1
6949510004	5	1	2	1	500	1	1	0	2	0	0	0	0	1	NA	3	0	0	3.9	44509	14.27	423	197	187	6552	254.2	54	0	19	199	764	417	698	427	1	1
6949510004	6	1	2	0	450	0	1	0	2	0	0	0	0	1	NA	3	0	0	3.9	44509	14.27	423	197	187	6552	254.2	54	0	19	199	764	417	698	427	1	1
6949510004	7	0	2	0	150	1	0	1	2	0	0	0	0	2	NA	3	0	0	3.9	44509	14.27	423	197	187	6552	254.2	54	0	19	199	764	417	698	427	1	1
6949510004	8	0	2	1	200	0	0	1	2	0	0	0	0	2	NA	3	0	0	3.9	44509	14.27	423	197	187	6552	254.2	54	0	19	199	764	417	698	427	1	1
6949508507	1	1	2	1	600	1	1	0	2	0	0	0	0	1	3	3	0	0	4.2	46600	14.94	476	110	106	2686	14.5	7871	0	10	210	752	417	698	424	1	1
6949508507	2	0	2	0	50	1	0	1	2	0	0	0	0	2	3	3	0	0	4.2	46600	14.94	476	110	106	2686	14.5	7871	0	10	210	752	417	698	424	1	1
6949508507	3	1	2	1	650	0	0	0	2	0	0	0	0	1	3	3	0	0	4.2	46600	14.94	476	110	106	2686	14.5	7871	0	10	210	752	417	698	424	1	1
6949508507	4	1	2	0	25	0	1	0	2	0	0	0	0	1	3	3	0	0	4.2	46600	14.94	476	110	106	2686	14.5	7871	0	10	210	752	417	698	424	1	1
6949508507	5	1	2	1	500	1	1	0	2	0	0	0	0	1	3	3	0	0	4.2	46600	14.94	476	110	106	2686	14.5	7871	0	10	210	752	417	698	424	1	1
6949508507	6	1	2	0	450	0	1	0	2	0	0	0	0	1	3	3	0	0	4.2	46600	14.94	476	110	106	2686	14.5	7871	0	10	210	752	417	698	424	1	1
6949508507	7	1	2	0	150	1	0	0	2	0	0	0	0	1	3	3	0	0	4.2	46600	14.94	476	110	106	2686	14.5	7871	0	10	210	752	417	698	424	1	1
6949508507	8	1	2	1	200	0	0	0	2	0	0	0	0	1	3	3	0	0	4.2	46600	14.94	476	110	106	2686	14.5	7871	0	10	210	752	417	698	424	1	1
6949506509	1	1	2	1	600	1	1	0	2	0	0	0	0	1	6	3	0	1	4.3	47714	15.29	504	150	164	4911	114.6	6178	0	10	210	762	417	698	427	1	1
6949506509	2	1	2	0	50	1	0	0	2	0	0	0	0	1	6	3	0	1	4.3	47714	15.29	504	150	164	4911	114.6	6178	0	10	210	762	417	698	427	1	1
6949506509	3	1	2	1	650	0	0	0	2	0	0	0	0	1	6	3	0	1	4.3	47714	15.29	504	150	164	4911	114.6	6178	0	10	210	762	417	698	427	1	1
6949506509	4	0	2	0	25	0	1	1	2	0	0	0	0	2	6	3	0	1	4.3	47714	15.29	504	150	164	4911	114.6	6178	0	10	210	762	417	698	427	1	1
6949506509	5	1	2	1	500	1	1	0	2	0	0	0	0	1	6	3	0	1	4.3	47714	15.29	504	150	164	4911	114.6	6178	0	10	210	762	417	698	427	1	1
6949506509	6	1	2	0	450	0	1	0	2	0	0	0	0	1	6	3	0	1	4.3	47714	15.29	504	150	164	4911	114.6	6178	0	10	210	762	417	698	427	1	1
6949506509	7	1	2	0	150	1	0	0	2	0	0	0	0	1	6	3	0	1	4.3	47714	15.29	504	150	164	4911	114.6	6178	0	10	210	762	417	698	427	1	1
6949506509	8	1	2	1	200	0	0	0	2	0	0	0	0	1	6	3	0	1	4.3	47714	15.29	504	150	164	4911	114.6	6178	0	10	210	762	417	698	427	1	1
6949504595	1	1	2	1	600	1	1	0	2	0	0	0	0	1	5	2	0	0	4.4	45400	14.55	445	209	219	6585	136.2	199	0	12	203	784	417	698	433	1	1
6949504595	2	0	2	0	50	1	0	1	2	0	0	0	0	2	5	2	0	0	4.4	45400	14.55	445	209	219	6585	136.2	199	0	12	203	784	417	698	433	1	1
6949504595	3	1	2	1	650	0	0	0	2	0	0	0	0	1	5	2	0	0	4.4	45400	14.55	445	209	219	6585	136.2	199	0	12	203	784	417	698	433	1	1
6949504595	4	0	2	0	25	0	1	1	2	0	0	0	0	2	5	2	0	0	4.4	45400	14.55	445	209	219	6585	136.2	199	0	12	203	784	417	698	433	1	1
6949504595	5	1	2	1	500	1	1	0	2	0	0	0	0	1	5	2	0	0	4.4	45400	14.55	445	209	219	6585	136.2	199	0	12	203	784	417	698	433	1	1
6949504595	6	1	2	0	450	0	1	0	2	0	0	0	0	1	5	2	0	0	4.4	45400	14.55	445	209	219	6585	136.2	199	0	12	203	784	417	698	433	1	1
6949504595	7	0	2	0	150	1	0	1	2	0	0	0	0	2	5	2	0	0	4.4	45400	14.55	445	209	219	6585	136.2	199	0	12	203	784	417	698	433	1	1
6949504595	8	0	2	1	200	0	0	1	2	0	0	0	0	2	5	2	0	0	4.4	45400	14.55	445	209	219	6585	136.2	199	0	12	203	784	417	698	433	1	1
6949502871	1	1	2	1	600	1	1	0	2	0	0	0	0	1	6	3	0	1	2.8	41053	13.16	336	150	164	5718	21.5	1911	77.27	10	184	751	417	698	424	1	1
6949502871	2	1	2	0	50	1	0	0	2	0	0	0	0	1	6	3	0	1	2.8	41053	13.16	336	150	164	5718	21.5	1911	77.27	10	184	751	417	698	424	1	1
6949502871	3	1	2	1	650	0	0	0	2	0	0	0	0	1	6	3	0	1	2.8	41053	13.16	336	150	164	5718	21.5	1911	77.27	10	184	751	417	698	424	1	1
6949502871	4	1	2	0	25	0	1	0	2	0	0	0	0	1	6	3	0	1	2.8	41053	13.16	336	150	164	5718	21.5	1911	77.27	10	184	751	417	698	424	1	1
6949502871	5	1	2	1	500	1	1	0	2	0	0	0	0	1	6	3	0	1	2.8	41053	13.16	336	150	164	5718	21.5	1911	77.27	10	184	751	417	698	424	1	1
