County_resident,taxcost,implakes,dflall,County,CRP Regular Rental Rate
Hennepin,860.0,1071.0,0.666003954,Hennepin,131.0
Hennepin,860.0,1071.0,0.666003954,Hennepin,131.0
Hennepin,860.0,1071.0,0.666003954,Hennepin,131.0
Hennepin,860.0,1071.0,0.666003954,Hennepin,131.0
Hennepin,860.0,1071.0,0.666003954,Hennepin,131.0
Hennepin,860.0,1071.0,0.666003954,Hennepin,131.0
Hennepin,860.0,1071.0,0.666003954,Hennepin,131.0
Hennepin,860.0,1071.0,0.666003954,Hennepin,131.0
Watonwan,417.0,700.0,0.5474074489999999,Watonwan,213.0
Watonwan,417.0,700.0,0.5474074489999999,Watonwan,213.0
Watonwan,417.0,700.0,0.5474074489999999,Watonwan,213.0
Watonwan,417.0,700.0,0.5474074489999999,Watonwan,213.0
Watonwan,417.0,700.0,0.5474074489999999,Watonwan,213.0
Watonwan,417.0,700.0,0.5474074489999999,Watonwan,213.0
Watonwan,417.0,700.0,0.5474074489999999,Watonwan,213.0
Watonwan,417.0,700.0,0.5474074489999999,Watonwan,213.0
Watonwan,417.0,700.0,0.5474074489999999,Watonwan,213.0
Watonwan,417.0,700.0,0.5474074489999999,Watonwan,213.0
Watonwan,417.0,700.0,0.5474074489999999,Watonwan,213.0
Watonwan,417.0,700.0,0.5474074489999999,Watonwan,213.0
Watonwan,417.0,700.0,0.5474074489999999,Watonwan,213.0
Watonwan,417.0,700.0,0.5474074489999999,Watonwan,213.0
Watonwan,417.0,700.0,0.5474074489999999,Watonwan,213.0
Watonwan,417.0,700.0,0.5474074489999999,Watonwan,213.0
Yellow Medicine,425.0,977.0,0.5482342889999999,Yellow Medicine,183.0
Yellow Medicine,425.0,977.0,0.5482342889999999,Yellow Medicine,183.0
Yellow Medicine,425.0,977.0,0.5482342889999999,Yellow Medicine,183.0
Yellow Medicine,425.0,977.0,0.5482342889999999,Yellow Medicine,183.0
Yellow Medicine,425.0,977.0,0.5482342889999999,Yellow Medicine,183.0
Yellow Medicine,425.0,977.0,0.5482342889999999,Yellow Medicine,183.0
Yellow Medicine,425.0,977.0,0.5482342889999999,Yellow Medicine,183.0
Yellow Medicine,425.0,977.0,0.5482342889999999,Yellow Medicine,183.0
Yellow Medicine,425.0,977.0,0.5482342889999999,Yellow Medicine,183.0
Yellow Medicine,425.0,977.0,0.5482342889999999,Yellow Medicine,183.0
Yellow Medicine,425.0,977.0,0.5482342889999999,Yellow Medicine,183.0
Yellow Medicine,425.0,977.0,0.5482342889999999,Yellow Medicine,183.0
Yellow Medicine,425.0,977.0,0.5482342889999999,Yellow Medicine,183.0
Yellow Medicine,425.0,977.0,0.5482342889999999,Yellow Medicine,183.0
Yellow Medicine,425.0,977.0,0.5482342889999999,Yellow Medicine,183.0
Yellow Medicine,425.0,977.0,0.5482342889999999,Yellow Medicine,183.0
Brown,394.0,2004.0,0.473061071,Brown,197.0
Brown,394.0,2004.0,0.473061071,Brown,197.0
Brown,394.0,2004.0,0.473061071,Brown,197.0
Brown,394.0,2004.0,0.473061071,Brown,197.0
Brown,394.0,2004.0,0.473061071,Brown,197.0
Brown,394.0,2004.0,0.473061071,Brown,197.0
Brown,394.0,2004.0,0.473061071,Brown,197.0
Brown,394.0,2004.0,0.473061071,Brown,197.0
Brown,394.0,2004.0,0.473061071,Brown,197.0
Brown,394.0,2004.0,0.473061071,Brown,197.0
Brown,394.0,2004.0,0.473061071,Brown,197.0
Brown,394.0,2004.0,0.473061071,Brown,197.0
Brown,394.0,2004.0,0.473061071,Brown,197.0
Brown,394.0,2004.0,0.473061071,Brown,197.0
Brown,394.0,2004.0,0.473061071,Brown,197.0
Brown,394.0,2004.0,0.473061071,Brown,197.0
Watonwan,417.0,700.0,0.5474074489999999,Watonwan,213.0
Watonwan,417.0,700.0,0.5474074489999999,Watonwan,213.0
Watonwan,417.0,700.0,0.5474074489999999,Watonwan,213.0
Watonwan,417.0,700.0,0.5474074489999999,Watonwan,213.0
Watonwan,417.0,700.0,0.5474074489999999,Watonwan,213.0
Watonwan,417.0,700.0,0.5474074489999999,Watonwan,213.0
Watonwan,417.0,700.0,0.5474074489999999,Watonwan,213.0
Watonwan,417.0,700.0,0.5474074489999999,Watonwan,213.0
Watonwan,417.0,700.0,0.5474074489999999,Watonwan,213.0
Watonwan,417.0,700.0,0.5474074489999999,Watonwan,213.0
Watonwan,417.0,700.0,0.5474074489999999,Watonwan,213.0
Watonwan,417.0,700.0,0.5474074489999999,Watonwan,213.0
Watonwan,417.0,700.0,0.5474074489999999,Watonwan,213.0
Watonwan,417.0,700.0,0.5474074489999999,Watonwan,213.0
Watonwan,417.0,700.0,0.5474074489999999,Watonwan,213.0
Watonwan,417.0,700.0,0.5474074489999999,Watonwan,213.0
Blue Earth,478.0,5253.0,0.597152583,Blue Earth,232.0
Blue Earth,478.0,5253.0,0.597152583,Blue Earth,232.0
Blue Earth,478.0,5253.0,0.597152583,Blue Earth,232.0
Blue Earth,478.0,5253.0,0.597152583,Blue Earth,232.0
Blue Earth,478.0,5253.0,0.597152583,Blue Earth,232.0
Blue Earth,478.0,5253.0,0.597152583,Blue Earth,232.0
Blue Earth,478.0,5253.0,0.597152583,Blue Earth,232.0
Blue Earth,478.0,5253.0,0.597152583,Blue Earth,232.0
Blue Earth,478.0,5253.0,0.597152583,Blue Earth,232.0
Blue Earth,478.0,5253.0,0.597152583,Blue Earth,232.0
Blue Earth,478.0,5253.0,0.597152583,Blue Earth,232.0
Blue Earth,478.0,5253.0,0.597152583,Blue Earth,232.0
Blue Earth,478.0,5253.0,0.597152583,Blue Earth,232.0
Blue Earth,478.0,5253.0,0.597152583,Blue Earth,232.0
Blue Earth,478.0,5253.0,0.597152583,Blue Earth,232.0
Blue Earth,478.0,5253.0,0.597152583,Blue Earth,232.0
Cottonwood,415.0,1242.0,0.48762491799999996,Cottonwood,202.0
Cottonwood,415.0,1242.0,0.48762491799999996,Cottonwood,202.0
Cottonwood,415.0,1242.0,0.48762491799999996,Cottonwood,202.0
Cottonwood,415.0,1242.0,0.48762491799999996,Cottonwood,202.0
Cottonwood,415.0,1242.0,0.48762491799999996,Cottonwood,202.0
Cottonwood,415.0,1242.0,0.48762491799999996,Cottonwood,202.0
Cottonwood,415.0,1242.0,0.48762491799999996,Cottonwood,202.0
Cottonwood,415.0,1242.0,0.48762491799999996,Cottonwood,202.0
Cottonwood,415.0,1242.0,0.48762491799999996,Cottonwood,202.0
Cottonwood,415.0,1242.0,0.48762491799999996,Cottonwood,202.0
Cottonwood,415.0,1242.0,0.48762491799999996,Cottonwood,202.0
Cottonwood,415.0,1242.0,0.48762491799999996,Cottonwood,202.0
Cottonwood,415.0,1242.0,0.48762491799999996,Cottonwood,202.0
Cottonwood,415.0,1242.0,0.48762491799999996,Cottonwood,202.0
Cottonwood,415.0,1242.0,0.48762491799999996,Cottonwood,202.0
Cottonwood,415.0,1242.0,0.48762491799999996,Cottonwood,202.0
Blue Earth,478.0,5253.0,0.597152583,Blue Earth,232.0
Blue Earth,478.0,5253.0,0.597152583,Blue Earth,232.0
Blue Earth,478.0,5253.0,0.597152583,Blue Earth,232.0
Blue Earth,478.0,5253.0,0.597152583,Blue Earth,232.0
Blue Earth,478.0,5253.0,0.597152583,Blue Earth,232.0
Blue Earth,478.0,5253.0,0.597152583,Blue Earth,232.0
Blue Earth,478.0,5253.0,0.597152583,Blue Earth,232.0
Blue Earth,478.0,5253.0,0.597152583,Blue Earth,232.0
Blue Earth,478.0,5253.0,0.597152583,Blue Earth,232.0
Blue Earth,478.0,5253.0,0.597152583,Blue Earth,232.0
Blue Earth,478.0,5253.0,0.597152583,Blue Earth,232.0
Blue Earth,478.0,5253.0,0.597152583,Blue Earth,232.0
Blue Earth,478.0,5253.0,0.597152583,Blue Earth,232.0
Blue Earth,478.0,5253.0,0.597152583,Blue Earth,232.0
Blue Earth,478.0,5253.0,0.597152583,Blue Earth,232.0
Blue Earth,478.0,5253.0,0.597152583,Blue Earth,232.0
Todd,503.0,0.0,0.47458725399999996,Todd,63.0
Todd,503.0,0.0,0.47458725399999996,Todd,63.0
Todd,503.0,0.0,0.47458725399999996,Todd,63.0
Todd,503.0,0.0,0.47458725399999996,Todd,63.0
Todd,503.0,0.0,0.47458725399999996,Todd,63.0
Todd,503.0,0.0,0.47458725399999996,Todd,63.0
Todd,503.0,0.0,0.47458725399999996,Todd,63.0
Todd,503.0,0.0,0.47458725399999996,Todd,63.0
Todd,503.0,0.0,0.47458725399999996,Todd,63.0
Todd,503.0,0.0,0.47458725399999996,Todd,63.0
Todd,503.0,0.0,0.47458725399999996,Todd,63.0
Todd,503.0,0.0,0.47458725399999996,Todd,63.0
Todd,503.0,0.0,0.47458725399999996,Todd,63.0
Todd,503.0,0.0,0.47458725399999996,Todd,63.0
Todd,503.0,0.0,0.47458725399999996,Todd,63.0
Todd,503.0,0.0,0.47458725399999996,Todd,63.0
Le Sueur,579.0,5867.0,0.5040713029999999,Le Sueur,222.0
Le Sueur,579.0,5867.0,0.5040713029999999,Le Sueur,222.0
Le Sueur,579.0,5867.0,0.5040713029999999,Le Sueur,222.0
Le Sueur,579.0,5867.0,0.5040713029999999,Le Sueur,222.0
Le Sueur,579.0,5867.0,0.5040713029999999,Le Sueur,222.0
Le Sueur,579.0,5867.0,0.5040713029999999,Le Sueur,222.0
Le Sueur,579.0,5867.0,0.5040713029999999,Le Sueur,222.0
Le Sueur,579.0,5867.0,0.5040713029999999,Le Sueur,222.0
Le Sueur,579.0,5867.0,0.5040713029999999,Le Sueur,222.0
Le Sueur,579.0,5867.0,0.5040713029999999,Le Sueur,222.0
Le Sueur,579.0,5867.0,0.5040713029999999,Le Sueur,222.0
Le Sueur,579.0,5867.0,0.5040713029999999,Le Sueur,222.0
Le Sueur,579.0,5867.0,0.5040713029999999,Le Sueur,222.0
Le Sueur,579.0,5867.0,0.5040713029999999,Le Sueur,222.0
Le Sueur,579.0,5867.0,0.5040713029999999,Le Sueur,222.0
Le Sueur,579.0,5867.0,0.5040713029999999,Le Sueur,222.0
Douglas,459.0,10017.0,0.47751278700000005,Douglas,129.0
Douglas,459.0,10017.0,0.47751278700000005,Douglas,129.0
Douglas,459.0,10017.0,0.47751278700000005,Douglas,129.0
Douglas,459.0,10017.0,0.47751278700000005,Douglas,129.0
Douglas,459.0,10017.0,0.47751278700000005,Douglas,129.0
Douglas,459.0,10017.0,0.47751278700000005,Douglas,129.0
Douglas,459.0,10017.0,0.47751278700000005,Douglas,129.0
Douglas,459.0,10017.0,0.47751278700000005,Douglas,129.0
Douglas,459.0,10017.0,0.47751278700000005,Douglas,129.0
Douglas,459.0,10017.0,0.47751278700000005,Douglas,129.0
Douglas,459.0,10017.0,0.47751278700000005,Douglas,129.0
Douglas,459.0,10017.0,0.47751278700000005,Douglas,129.0
Douglas,459.0,10017.0,0.47751278700000005,Douglas,129.0
Douglas,459.0,10017.0,0.47751278700000005,Douglas,129.0
Douglas,459.0,10017.0,0.47751278700000005,Douglas,129.0
Douglas,459.0,10017.0,0.47751278700000005,Douglas,129.0
Hennepin,860.0,1071.0,0.666003954,Hennepin,131.0
Hennepin,860.0,1071.0,0.666003954,Hennepin,131.0
Hennepin,860.0,1071.0,0.666003954,Hennepin,131.0
Hennepin,860.0,1071.0,0.666003954,Hennepin,131.0
Hennepin,860.0,1071.0,0.666003954,Hennepin,131.0
Hennepin,860.0,1071.0,0.666003954,Hennepin,131.0
Hennepin,860.0,1071.0,0.666003954,Hennepin,131.0
Hennepin,860.0,1071.0,0.666003954,Hennepin,131.0
Hennepin,860.0,1071.0,0.666003954,Hennepin,131.0
Hennepin,860.0,1071.0,0.666003954,Hennepin,131.0
Hennepin,860.0,1071.0,0.666003954,Hennepin,131.0
Hennepin,860.0,1071.0,0.666003954,Hennepin,131.0
Hennepin,860.0,1071.0,0.666003954,Hennepin,131.0
Hennepin,860.0,1071.0,0.666003954,Hennepin,131.0
Hennepin,860.0,1071.0,0.666003954,Hennepin,131.0
Hennepin,860.0,1071.0,0.666003954,Hennepin,131.0
Swift,404.0,1837.0,0.5994114229999999,Swift,174.0
Swift,404.0,1837.0,0.5994114229999999,Swift,174.0
Swift,404.0,1837.0,0.5994114229999999,Swift,174.0
Swift,404.0,1837.0,0.5994114229999999,Swift,174.0
Swift,404.0,1837.0,0.5994114229999999,Swift,174.0
Swift,404.0,1837.0,0.5994114229999999,Swift,174.0
Swift,404.0,1837.0,0.5994114229999999,Swift,174.0
Swift,404.0,1837.0,0.5994114229999999,Swift,174.0
Swift,404.0,1837.0,0.5994114229999999,Swift,174.0
Swift,404.0,1837.0,0.5994114229999999,Swift,174.0
Swift,404.0,1837.0,0.5994114229999999,Swift,174.0
Swift,404.0,1837.0,0.5994114229999999,Swift,174.0
Swift,404.0,1837.0,0.5994114229999999,Swift,174.0
Swift,404.0,1837.0,0.5994114229999999,Swift,174.0
Swift,404.0,1837.0,0.5994114229999999,Swift,174.0
Swift,404.0,1837.0,0.5994114229999999,Swift,174.0
Redwood,423.0,54.0,0.476013148,Redwood,187.0
Redwood,423.0,54.0,0.476013148,Redwood,187.0
Redwood,423.0,54.0,0.476013148,Redwood,187.0
Redwood,423.0,54.0,0.476013148,Redwood,187.0
Redwood,423.0,54.0,0.476013148,Redwood,187.0
Redwood,423.0,54.0,0.476013148,Redwood,187.0
Redwood,423.0,54.0,0.476013148,Redwood,187.0
Redwood,423.0,54.0,0.476013148,Redwood,187.0
Redwood,423.0,54.0,0.476013148,Redwood,187.0
Redwood,423.0,54.0,0.476013148,Redwood,187.0
Redwood,423.0,54.0,0.476013148,Redwood,187.0
Redwood,423.0,54.0,0.476013148,Redwood,187.0
Redwood,423.0,54.0,0.476013148,Redwood,187.0
Redwood,423.0,54.0,0.476013148,Redwood,187.0
Redwood,423.0,54.0,0.476013148,Redwood,187.0
Redwood,423.0,54.0,0.476013148,Redwood,187.0
Otter Tail,476.0,7871.0,0.46280460799999995,Otter Tail,106.0
Otter Tail,476.0,7871.0,0.46280460799999995,Otter Tail,106.0
Otter Tail,476.0,7871.0,0.46280460799999995,Otter Tail,106.0
Otter Tail,476.0,7871.0,0.46280460799999995,Otter Tail,106.0
Otter Tail,476.0,7871.0,0.46280460799999995,Otter Tail,106.0
Otter Tail,476.0,7871.0,0.46280460799999995,Otter Tail,106.0
Otter Tail,476.0,7871.0,0.46280460799999995,Otter Tail,106.0
Otter Tail,476.0,7871.0,0.46280460799999995,Otter Tail,106.0
Otter Tail,476.0,7871.0,0.46280460799999995,Otter Tail,106.0
Otter Tail,476.0,7871.0,0.46280460799999995,Otter Tail,106.0
Otter Tail,476.0,7871.0,0.46280460799999995,Otter Tail,106.0
Otter Tail,476.0,7871.0,0.46280460799999995,Otter Tail,106.0
Otter Tail,476.0,7871.0,0.46280460799999995,Otter Tail,106.0
Otter Tail,476.0,7871.0,0.46280460799999995,Otter Tail,106.0
Otter Tail,476.0,7871.0,0.46280460799999995,Otter Tail,106.0
Otter Tail,476.0,7871.0,0.46280460799999995,Otter Tail,106.0
Grant,504.0,6178.0,0.563708026,Grant,168.0
Grant,504.0,6178.0,0.563708026,Grant,168.0
Grant,504.0,6178.0,0.563708026,Grant,168.0
Grant,504.0,6178.0,0.563708026,Grant,168.0
Grant,504.0,6178.0,0.563708026,Grant,168.0
Grant,504.0,6178.0,0.563708026,Grant,168.0
Grant,504.0,6178.0,0.563708026,Grant,168.0
Grant,504.0,6178.0,0.563708026,Grant,168.0
Grant,504.0,6178.0,0.563708026,Grant,168.0
Grant,504.0,6178.0,0.563708026,Grant,168.0
Grant,504.0,6178.0,0.563708026,Grant,168.0
Grant,504.0,6178.0,0.563708026,Grant,168.0
Grant,504.0,6178.0,0.563708026,Grant,168.0
Grant,504.0,6178.0,0.563708026,Grant,168.0
Grant,504.0,6178.0,0.563708026,Grant,168.0
Grant,504.0,6178.0,0.563708026,Grant,168.0
Faribault,445.0,199.0,0.490212387,Faribault,219.0
Faribault,445.0,199.0,0.490212387,Faribault,219.0
Faribault,445.0,199.0,0.490212387,Faribault,219.0
Faribault,445.0,199.0,0.490212387,Faribault,219.0
Faribault,445.0,199.0,0.490212387,Faribault,219.0
Faribault,445.0,199.0,0.490212387,Faribault,219.0
Faribault,445.0,199.0,0.490212387,Faribault,219.0
Faribault,445.0,199.0,0.490212387,Faribault,219.0
Faribault,445.0,199.0,0.490212387,Faribault,219.0
Faribault,445.0,199.0,0.490212387,Faribault,219.0
Faribault,445.0,199.0,0.490212387,Faribault,219.0
Faribault,445.0,199.0,0.490212387,Faribault,219.0
Faribault,445.0,199.0,0.490212387,Faribault,219.0
Faribault,445.0,199.0,0.490212387,Faribault,219.0
Faribault,445.0,199.0,0.490212387,Faribault,219.0
Faribault,445.0,199.0,0.490212387,Faribault,219.0
Stevens,336.0,1911.0,0.5561905970000001,Stevens,164.0
Stevens,336.0,1911.0,0.5561905970000001,Stevens,164.0
Stevens,336.0,1911.0,0.5561905970000001,Stevens,164.0
Stevens,336.0,1911.0,0.5561905970000001,Stevens,164.0
Stevens,336.0,1911.0,0.5561905970000001,Stevens,164.0
Stevens,336.0,1911.0,0.5561905970000001,Stevens,164.0
Stevens,336.0,1911.0,0.5561905970000001,Stevens,164.0
Stevens,336.0,1911.0,0.5561905970000001,Stevens,164.0
Stevens,336.0,1911.0,0.5561905970000001,Stevens,164.0
Stevens,336.0,1911.0,0.5561905970000001,Stevens,164.0
Stevens,336.0,1911.0,0.5561905970000001,Stevens,164.0
Stevens,336.0,1911.0,0.5561905970000001,Stevens,164.0
Stevens,336.0,1911.0,0.5561905970000001,Stevens,164.0
Stevens,336.0,1911.0,0.5561905970000001,Stevens,164.0
Stevens,336.0,1911.0,0.5561905970000001,Stevens,164.0
Stevens,336.0,1911.0,0.5561905970000001,Stevens,164.0
Murray,464.0,0.0,0.5033792979999999,Murray,177.0
Murray,464.0,0.0,0.5033792979999999,Murray,177.0
Murray,464.0,0.0,0.5033792979999999,Murray,177.0
Murray,464.0,0.0,0.5033792979999999,Murray,177.0
Murray,464.0,0.0,0.5033792979999999,Murray,177.0
Murray,464.0,0.0,0.5033792979999999,Murray,177.0
Murray,464.0,0.0,0.5033792979999999,Murray,177.0
Murray,464.0,0.0,0.5033792979999999,Murray,177.0
Murray,464.0,0.0,0.5033792979999999,Murray,177.0
Murray,464.0,0.0,0.5033792979999999,Murray,177.0
Murray,464.0,0.0,0.5033792979999999,Murray,177.0
Murray,464.0,0.0,0.5033792979999999,Murray,177.0
Murray,464.0,0.0,0.5033792979999999,Murray,177.0
Murray,464.0,0.0,0.5033792979999999,Murray,177.0
Murray,464.0,0.0,0.5033792979999999,Murray,177.0
Murray,464.0,0.0,0.5033792979999999,Murray,177.0
Murray,464.0,0.0,0.5033792979999999,Murray,177.0
Murray,464.0,0.0,0.5033792979999999,Murray,177.0
Murray,464.0,0.0,0.5033792979999999,Murray,177.0
Murray,464.0,0.0,0.5033792979999999,Murray,177.0
Murray,464.0,0.0,0.5033792979999999,Murray,177.0
Murray,464.0,0.0,0.5033792979999999,Murray,177.0
Murray,464.0,0.0,0.5033792979999999,Murray,177.0
Murray,464.0,0.0,0.5033792979999999,Murray,177.0
Murray,464.0,0.0,0.5033792979999999,Murray,177.0
Murray,464.0,0.0,0.5033792979999999,Murray,177.0
Murray,464.0,0.0,0.5033792979999999,Murray,177.0
Murray,464.0,0.0,0.5033792979999999,Murray,177.0
Murray,464.0,0.0,0.5033792979999999,Murray,177.0
Murray,464.0,0.0,0.5033792979999999,Murray,177.0
Murray,464.0,0.0,0.5033792979999999,Murray,177.0
Murray,464.0,0.0,0.5033792979999999,Murray,177.0
Blue Earth,478.0,5253.0,0.597152583,Blue Earth,232.0
Blue Earth,478.0,5253.0,0.597152583,Blue Earth,232.0
Blue Earth,478.0,5253.0,0.597152583,Blue Earth,232.0
Blue Earth,478.0,5253.0,0.597152583,Blue Earth,232.0
Blue Earth,478.0,5253.0,0.597152583,Blue Earth,232.0
Blue Earth,478.0,5253.0,0.597152583,Blue Earth,232.0
Blue Earth,478.0,5253.0,0.597152583,Blue Earth,232.0
Blue Earth,478.0,5253.0,0.597152583,Blue Earth,232.0
Blue Earth,478.0,5253.0,0.597152583,Blue Earth,232.0
Blue Earth,478.0,5253.0,0.597152583,Blue Earth,232.0
Blue Earth,478.0,5253.0,0.597152583,Blue Earth,232.0
Blue Earth,478.0,5253.0,0.597152583,Blue Earth,232.0
Blue Earth,478.0,5253.0,0.597152583,Blue Earth,232.0
Blue Earth,478.0,5253.0,0.597152583,Blue Earth,232.0
Blue Earth,478.0,5253.0,0.597152583,Blue Earth,232.0
Blue Earth,478.0,5253.0,0.597152583,Blue Earth,232.0
Douglas,459.0,10017.0,0.47751278700000005,Douglas,129.0
Douglas,459.0,10017.0,0.47751278700000005,Douglas,129.0
Douglas,459.0,10017.0,0.47751278700000005,Douglas,129.0
Douglas,459.0,10017.0,0.47751278700000005,Douglas,129.0
Douglas,459.0,10017.0,0.47751278700000005,Douglas,129.0
Douglas,459.0,10017.0,0.47751278700000005,Douglas,129.0
Douglas,459.0,10017.0,0.47751278700000005,Douglas,129.0
Douglas,459.0,10017.0,0.47751278700000005,Douglas,129.0
Douglas,459.0,10017.0,0.47751278700000005,Douglas,129.0
Douglas,459.0,10017.0,0.47751278700000005,Douglas,129.0
Douglas,459.0,10017.0,0.47751278700000005,Douglas,129.0
Douglas,459.0,10017.0,0.47751278700000005,Douglas,129.0
Douglas,459.0,10017.0,0.47751278700000005,Douglas,129.0
Douglas,459.0,10017.0,0.47751278700000005,Douglas,129.0
Douglas,459.0,10017.0,0.47751278700000005,Douglas,129.0
Douglas,459.0,10017.0,0.47751278700000005,Douglas,129.0
Watonwan,417.0,700.0,0.5474074489999999,Watonwan,213.0
Watonwan,417.0,700.0,0.5474074489999999,Watonwan,213.0
Watonwan,417.0,700.0,0.5474074489999999,Watonwan,213.0
Watonwan,417.0,700.0,0.5474074489999999,Watonwan,213.0
Watonwan,417.0,700.0,0.5474074489999999,Watonwan,213.0
Watonwan,417.0,700.0,0.5474074489999999,Watonwan,213.0
Watonwan,417.0,700.0,0.5474074489999999,Watonwan,213.0
Watonwan,417.0,700.0,0.5474074489999999,Watonwan,213.0
Watonwan,417.0,700.0,0.5474074489999999,Watonwan,213.0
Watonwan,417.0,700.0,0.5474074489999999,Watonwan,213.0
Watonwan,417.0,700.0,0.5474074489999999,Watonwan,213.0
Watonwan,417.0,700.0,0.5474074489999999,Watonwan,213.0
Watonwan,417.0,700.0,0.5474074489999999,Watonwan,213.0
Watonwan,417.0,700.0,0.5474074489999999,Watonwan,213.0
Watonwan,417.0,700.0,0.5474074489999999,Watonwan,213.0
Watonwan,417.0,700.0,0.5474074489999999,Watonwan,213.0
Waseca,468.0,284.0,0.510246648,Waseca,216.0
Waseca,468.0,284.0,0.510246648,Waseca,216.0
Waseca,468.0,284.0,0.510246648,Waseca,216.0
Waseca,468.0,284.0,0.510246648,Waseca,216.0
Waseca,468.0,284.0,0.510246648,Waseca,216.0
Waseca,468.0,284.0,0.510246648,Waseca,216.0
Waseca,468.0,284.0,0.510246648,Waseca,216.0
Waseca,468.0,284.0,0.510246648,Waseca,216.0
Waseca,468.0,284.0,0.510246648,Waseca,216.0
Waseca,468.0,284.0,0.510246648,Waseca,216.0
Waseca,468.0,284.0,0.510246648,Waseca,216.0
Waseca,468.0,284.0,0.510246648,Waseca,216.0
Waseca,468.0,284.0,0.510246648,Waseca,216.0
Waseca,468.0,284.0,0.510246648,Waseca,216.0
Waseca,468.0,284.0,0.510246648,Waseca,216.0
Waseca,468.0,284.0,0.510246648,Waseca,216.0
Brown,394.0,2004.0,0.473061071,Brown,197.0
Brown,394.0,2004.0,0.473061071,Brown,197.0
Brown,394.0,2004.0,0.473061071,Brown,197.0
Brown,394.0,2004.0,0.473061071,Brown,197.0
Brown,394.0,2004.0,0.473061071,Brown,197.0
Brown,394.0,2004.0,0.473061071,Brown,197.0
Brown,394.0,2004.0,0.473061071,Brown,197.0
Brown,394.0,2004.0,0.473061071,Brown,197.0
Brown,394.0,2004.0,0.473061071,Brown,197.0
Brown,394.0,2004.0,0.473061071,Brown,197.0
Brown,394.0,2004.0,0.473061071,Brown,197.0
Brown,394.0,2004.0,0.473061071,Brown,197.0
Brown,394.0,2004.0,0.473061071,Brown,197.0
Brown,394.0,2004.0,0.473061071,Brown,197.0
Brown,394.0,2004.0,0.473061071,Brown,197.0
Brown,394.0,2004.0,0.473061071,Brown,197.0
Blue Earth,478.0,5253.0,0.597152583,Blue Earth,232.0
Blue Earth,478.0,5253.0,0.597152583,Blue Earth,232.0
Blue Earth,478.0,5253.0,0.597152583,Blue Earth,232.0
Blue Earth,478.0,5253.0,0.597152583,Blue Earth,232.0
Blue Earth,478.0,5253.0,0.597152583,Blue Earth,232.0
Blue Earth,478.0,5253.0,0.597152583,Blue Earth,232.0
Blue Earth,478.0,5253.0,0.597152583,Blue Earth,232.0
Blue Earth,478.0,5253.0,0.597152583,Blue Earth,232.0
Blue Earth,478.0,5253.0,0.597152583,Blue Earth,232.0
Blue Earth,478.0,5253.0,0.597152583,Blue Earth,232.0
Blue Earth,478.0,5253.0,0.597152583,Blue Earth,232.0
Blue Earth,478.0,5253.0,0.597152583,Blue Earth,232.0
Blue Earth,478.0,5253.0,0.597152583,Blue Earth,232.0
Blue Earth,478.0,5253.0,0.597152583,Blue Earth,232.0
