County_resident,taxcost,implakes,dflall
Hennepin,860,1071,0.666003954
Hennepin,860,1071,0.666003954
Hennepin,860,1071,0.666003954
Hennepin,860,1071,0.666003954
Hennepin,860,1071,0.666003954
Hennepin,860,1071,0.666003954
Swift,404,1837,0.599411423
Swift,404,1837,0.599411423
Swift,404,1837,0.599411423
Swift,404,1837,0.599411423
Swift,404,1837,0.599411423
Swift,404,1837,0.599411423
Swift,404,1837,0.599411423
Swift,404,1837,0.599411423
Swift,404,1837,0.599411423
Swift,404,1837,0.599411423
Swift,404,1837,0.599411423
Swift,404,1837,0.599411423
Swift,404,1837,0.599411423
Swift,404,1837,0.599411423
Swift,404,1837,0.599411423
Swift,404,1837,0.599411423
Redwood,423,54,0.476013148
Redwood,423,54,0.476013148
Redwood,423,54,0.476013148
Redwood,423,54,0.476013148
Redwood,423,54,0.476013148
Redwood,423,54,0.476013148
Redwood,423,54,0.476013148
Redwood,423,54,0.476013148
Redwood,423,54,0.476013148
Redwood,423,54,0.476013148
Redwood,423,54,0.476013148
Redwood,423,54,0.476013148
Redwood,423,54,0.476013148
Redwood,423,54,0.476013148
Redwood,423,54,0.476013148
Redwood,423,54,0.476013148
Otter Tail,476,7871,0.462804608
Otter Tail,476,7871,0.462804608
Otter Tail,476,7871,0.462804608
Otter Tail,476,7871,0.462804608
Otter Tail,476,7871,0.462804608
Otter Tail,476,7871,0.462804608
Otter Tail,476,7871,0.462804608
Otter Tail,476,7871,0.462804608
Otter Tail,476,7871,0.462804608
Otter Tail,476,7871,0.462804608
Otter Tail,476,7871,0.462804608
Otter Tail,476,7871,0.462804608
Otter Tail,476,7871,0.462804608
Otter Tail,476,7871,0.462804608
Otter Tail,476,7871,0.462804608
Otter Tail,476,7871,0.462804608
Grant,504,6178,0.563708026
Grant,504,6178,0.563708026
Grant,504,6178,0.563708026
Grant,504,6178,0.563708026
Grant,504,6178,0.563708026
Grant,504,6178,0.563708026
Grant,504,6178,0.563708026
Grant,504,6178,0.563708026
Grant,504,6178,0.563708026
Grant,504,6178,0.563708026
Grant,504,6178,0.563708026
Grant,504,6178,0.563708026
Grant,504,6178,0.563708026
Grant,504,6178,0.563708026
Grant,504,6178,0.563708026
Grant,504,6178,0.563708026
Faribault,445,199,0.490212387
Faribault,445,199,0.490212387
Faribault,445,199,0.490212387
Faribault,445,199,0.490212387
Faribault,445,199,0.490212387
Faribault,445,199,0.490212387
Faribault,445,199,0.490212387
Faribault,445,199,0.490212387
Faribault,445,199,0.490212387
Faribault,445,199,0.490212387
Faribault,445,199,0.490212387
Faribault,445,199,0.490212387
Faribault,445,199,0.490212387
Faribault,445,199,0.490212387
Faribault,445,199,0.490212387
Faribault,445,199,0.490212387
Stevens,336,1911,0.556190597
Stevens,336,1911,0.556190597
Stevens,336,1911,0.556190597
Stevens,336,1911,0.556190597
Stevens,336,1911,0.556190597
Stevens,336,1911,0.556190597
Stevens,336,1911,0.556190597
Stevens,336,1911,0.556190597
Stevens,336,1911,0.556190597
Stevens,336,1911,0.556190597
Stevens,336,1911,0.556190597
Stevens,336,1911,0.556190597
Stevens,336,1911,0.556190597
Stevens,336,1911,0.556190597
Stevens,336,1911,0.556190597
Stevens,336,1911,0.556190597
Murray,464,0,0.503379298
Murray,464,0,0.503379298
Murray,464,0,0.503379298
Murray,464,0,0.503379298
Murray,464,0,0.503379298
Murray,464,0,0.503379298
Murray,464,0,0.503379298
Murray,464,0,0.503379298
Murray,464,0,0.503379298
Murray,464,0,0.503379298
Murray,464,0,0.503379298
Murray,464,0,0.503379298
Murray,464,0,0.503379298
Murray,464,0,0.503379298
Murray,464,0,0.503379298
Murray,464,0,0.503379298
Murray,464,0,0.503379298
Murray,464,0,0.503379298
Murray,464,0,0.503379298
Murray,464,0,0.503379298
Murray,464,0,0.503379298
Murray,464,0,0.503379298
Murray,464,0,0.503379298
Murray,464,0,0.503379298
Murray,464,0,0.503379298
Murray,464,0,0.503379298
Murray,464,0,0.503379298
Murray,464,0,0.503379298
Murray,464,0,0.503379298
Murray,464,0,0.503379298
Murray,464,0,0.503379298
Murray,464,0,0.503379298
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Douglas,459,10017,0.477512787
Douglas,459,10017,0.477512787
Douglas,459,10017,0.477512787
Douglas,459,10017,0.477512787
Douglas,459,10017,0.477512787
Douglas,459,10017,0.477512787
Douglas,459,10017,0.477512787
Douglas,459,10017,0.477512787
Douglas,459,10017,0.477512787
Douglas,459,10017,0.477512787
Douglas,459,10017,0.477512787
Douglas,459,10017,0.477512787
Douglas,459,10017,0.477512787
Douglas,459,10017,0.477512787
Douglas,459,10017,0.477512787
Douglas,459,10017,0.477512787
Watonwan,417,700,0.547407449
Watonwan,417,700,0.547407449
Watonwan,417,700,0.547407449
Watonwan,417,700,0.547407449
Watonwan,417,700,0.547407449
Watonwan,417,700,0.547407449
Watonwan,417,700,0.547407449
Watonwan,417,700,0.547407449
Watonwan,417,700,0.547407449
Watonwan,417,700,0.547407449
Watonwan,417,700,0.547407449
Watonwan,417,700,0.547407449
Watonwan,417,700,0.547407449
Watonwan,417,700,0.547407449
Watonwan,417,700,0.547407449
Watonwan,417,700,0.547407449
Waseca,468,284,0.510246648
Waseca,468,284,0.510246648
Waseca,468,284,0.510246648
Waseca,468,284,0.510246648
Waseca,468,284,0.510246648
Waseca,468,284,0.510246648
Waseca,468,284,0.510246648
Waseca,468,284,0.510246648
Waseca,468,284,0.510246648
Waseca,468,284,0.510246648
Waseca,468,284,0.510246648
Waseca,468,284,0.510246648
Waseca,468,284,0.510246648
Waseca,468,284,0.510246648
Waseca,468,284,0.510246648
Waseca,468,284,0.510246648
Brown,394,2004,0.473061071
Brown,394,2004,0.473061071
Brown,394,2004,0.473061071
Brown,394,2004,0.473061071
Brown,394,2004,0.473061071
Brown,394,2004,0.473061071
Brown,394,2004,0.473061071
Brown,394,2004,0.473061071
Brown,394,2004,0.473061071
Brown,394,2004,0.473061071
Brown,394,2004,0.473061071
Brown,394,2004,0.473061071
Brown,394,2004,0.473061071
Brown,394,2004,0.473061071
Brown,394,2004,0.473061071
Brown,394,2004,0.473061071
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Lyon,385,1492,0.513802024
Lyon,385,1492,0.513802024
Lyon,385,1492,0.513802024
Lyon,385,1492,0.513802024
Lyon,385,1492,0.513802024
Lyon,385,1492,0.513802024
Lyon,385,1492,0.513802024
Lyon,385,1492,0.513802024
Lyon,385,1492,0.513802024
Lyon,385,1492,0.513802024
Lyon,385,1492,0.513802024
Lyon,385,1492,0.513802024
Lyon,385,1492,0.513802024
Lyon,385,1492,0.513802024
Lyon,385,1492,0.513802024
Lyon,385,1492,0.513802024
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Sibley,546,3302,0.45252079
Sibley,546,3302,0.45252079
Sibley,546,3302,0.45252079
Sibley,546,3302,0.45252079
Sibley,546,3302,0.45252079
Sibley,546,3302,0.45252079
Sibley,546,3302,0.45252079
Sibley,546,3302,0.45252079
Sibley,546,3302,0.45252079
Sibley,546,3302,0.45252079
Sibley,546,3302,0.45252079
Sibley,546,3302,0.45252079
Sibley,546,3302,0.45252079
Sibley,546,3302,0.45252079
Sibley,546,3302,0.45252079
Sibley,546,3302,0.45252079
Sibley,546,3302,0.45252079
Sibley,546,3302,0.45252079
Sibley,546,3302,0.45252079
Sibley,546,3302,0.45252079
Sibley,546,3302,0.45252079
Sibley,546,3302,0.45252079
Sibley,546,3302,0.45252079
Sibley,546,3302,0.45252079
Sibley,546,3302,0.45252079
Sibley,546,3302,0.45252079
Sibley,546,3302,0.45252079
Sibley,546,3302,0.45252079
Sibley,546,3302,0.45252079
Sibley,546,3302,0.45252079
Sibley,546,3302,0.45252079
Sibley,546,3302,0.45252079
Faribault,445,199,0.490212387
Faribault,445,199,0.490212387
Faribault,445,199,0.490212387
Faribault,445,199,0.490212387
Faribault,445,199,0.490212387
Faribault,445,199,0.490212387
Faribault,445,199,0.490212387
Faribault,445,199,0.490212387
Faribault,445,199,0.490212387
Faribault,445,199,0.490212387
Faribault,445,199,0.490212387
Faribault,445,199,0.490212387
Faribault,445,199,0.490212387
Faribault,445,199,0.490212387
Faribault,445,199,0.490212387
Faribault,445,199,0.490212387
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Le Sueur,579,5867,0.504071303
Le Sueur,579,5867,0.504071303
Le Sueur,579,5867,0.504071303
Le Sueur,579,5867,0.504071303
Le Sueur,579,5867,0.504071303
Le Sueur,579,5867,0.504071303
Le Sueur,579,5867,0.504071303
Le Sueur,579,5867,0.504071303
Le Sueur,579,5867,0.504071303
Le Sueur,579,5867,0.504071303
Le Sueur,579,5867,0.504071303
Le Sueur,579,5867,0.504071303
Le Sueur,579,5867,0.504071303
Le Sueur,579,5867,0.504071303
Le Sueur,579,5867,0.504071303
Le Sueur,579,5867,0.504071303
Brown,394,2004,0.473061071
Brown,394,2004,0.473061071
Brown,394,2004,0.473061071
Brown,394,2004,0.473061071
Brown,394,2004,0.473061071
Brown,394,2004,0.473061071
Brown,394,2004,0.473061071
Brown,394,2004,0.473061071
Brown,394,2004,0.473061071
Brown,394,2004,0.473061071
Brown,394,2004,0.473061071
Brown,394,2004,0.473061071
Brown,394,2004,0.473061071
Brown,394,2004,0.473061071
Brown,394,2004,0.473061071
Brown,394,2004,0.473061071
Faribault,445,199,0.490212387
Faribault,445,199,0.490212387
Faribault,445,199,0.490212387
Faribault,445,199,0.490212387
Faribault,445,199,0.490212387
Faribault,445,199,0.490212387
Faribault,445,199,0.490212387
Faribault,445,199,0.490212387
Faribault,445,199,0.490212387
Faribault,445,199,0.490212387
Faribault,445,199,0.490212387
Faribault,445,199,0.490212387
Faribault,445,199,0.490212387
Faribault,445,199,0.490212387
Faribault,445,199,0.490212387
Faribault,445,199,0.490212387
Freeborn,448,2003,0.585108401
Freeborn,448,2003,0.585108401
Freeborn,448,2003,0.585108401
Freeborn,448,2003,0.585108401
Freeborn,448,2003,0.585108401
Freeborn,448,2003,0.585108401
Freeborn,448,2003,0.585108401
Freeborn,448,2003,0.585108401
Freeborn,448,2003,0.585108401
Freeborn,448,2003,0.585108401
Freeborn,448,2003,0.585108401
Freeborn,448,2003,0.585108401
Freeborn,448,2003,0.585108401
Freeborn,448,2003,0.585108401
Freeborn,448,2003,0.585108401
Freeborn,448,2003,0.585108401
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Blue Earth,478,5253,0.597152583
Lincoln,474,6257,0.52325088
Lincoln,474,6257,0.52325088
Lincoln,474,6257,0.52325088
Lincoln,474,6257,0.52325088
Lincoln,474,6257,0.52325088
Lincoln,474,6257,0.52325088
Lincoln,474,6257,0.52325088
Lincoln,474,6257,0.52325088
Lincoln,474,6257,0.52325088
Lincoln,474,6257,0.52325088
Lincoln,474,6257,0.52325088
Lincoln,474,6257,0.52325088
Lincoln,474,6257,0.52325088
Lincoln,474,6257,0.52325088
Lincoln,474,6257,0.52325088
Lincoln,474,6257,0.52325088
Kandiyohi,437,9834,0.515466703
Kandiyohi,437,9834,0.515466703
Kandiyohi,437,9834,0.515466703
Kandiyohi,437,9834,0.515466703
Kandiyohi,437,9834,0.515466703
Kandiyohi,437,9834,0.515466703
Kandiyohi,437,9834,0.515466703
Kandiyohi,437,9834,0.515466703
Kandiyohi,437,9834,0.515466703
Kandiyohi,437,9834,0.515466703
Kandiyohi,437,9834,0.515466703
Kandiyohi,437,9834,0.515466703
Kandiyohi,437,9834,0.515466703
Kandiyohi,437,9834,0.515466703
Kandiyohi,437,9834,0.515466703
Kandiyohi,437,9834,0.515466703
Carver,858,5422,0.428145138
Carver,858,5422,0.428145138
Carver,858,5422,0.428145138
Carver,858,5422,0.428145138
Carver,858,5422,0.428145138
Carver,858,5422,0.428145138
Carver,858,5422,0.428145138
Carver,858,5422,0.428145138
Carver,858,5422,0.428145138
Carver,858,5422,0.428145138
Carver,858,5422,0.428145138
Carver,858,5422,0.428145138
Carver,858,5422,0.428145138
Carver,858,5422,0.428145138
Carver,858,5422,0.428145138
Carver,858,5422,0.428145138
Swift,404,1837,0.599411423
Swift,404,1837,0.599411423
Swift,404,1837,0.599411423
Swift,404,1837,0.599411423
Swift,404,1837,0.599411423
Swift,404,1837,0.599411423
Swift,404,1837,0.599411423
Swift,404,1837,0.599411423
Swift,404,1837,0.599411423
Swift,404,1837,0.599411423
Swift,404,1837,0.599411423
Swift,404,1837,0.599411423
Swift,404,1837,0.599411423
Swift,404,1837,0.599411423
Swift,404,1837,0.599411423
Swift,404,1837,0.599411423
Freeborn,448,2003,0.585108401
Freeborn,448,2003,0.585108401
Freeborn,448,2003,0.585108401
Freeborn,448,2003,0.585108401
Freeborn,448,2003,0.585108401
Freeborn,448,2003,0.585108401
Freeborn,448,2003,0.585108401
Freeborn,448,2003,0.585108401
Freeborn,448,2003,0.585108401
Freeborn,448,2003,0.585108401
Freeborn,448,2003,0.585108401
Freeborn,448,2003,0.585108401
Freeborn,448,2003,0.585108401
Freeborn,448,2003,0.585108401
Freeborn,448,2003,0.585108401
Freeborn,448,2003,0.585108401
Le Sueur,579,5867,0.504071303
Le Sueur,579,5867,0.504071303
Le Sueur,579,5867,0.504071303
Le Sueur,579,5867,0.504071303
Le Sueur,579,5867,0.504071303
Le Sueur,579,5867,0.504071303
Le Sueur,579,5867,0.504071303
Le Sueur,579,5867,0.504071303
Le Sueur,579,5867,0.504071303
Le Sueur,579,5867,0.504071303
Le Sueur,579,5867,0.504071303
Le Sueur,579,5867,0.504071303
Le Sueur,579,5867,0.504071303
Le Sueur,579,5867,0.504071303
Le Sueur,579,5867,0.504071303
Le Sueur,579,5867,0.504071303
Waseca,468,284,0.510246648
Waseca,468,284,0.510246648
Waseca,468,284,0.510246648
Waseca,468,284,0.510246648
Waseca,468,284,0.510246648
Waseca,468,284,0.510246648
Waseca,468,284,0.510246648
Waseca,468,284,0.510246648
Waseca,468,284,0.510246648
Waseca,468,284,0.510246648
Waseca,468,284,0.510246648
Waseca,468,284,0.510246648
Waseca,468,284,0.510246648
Waseca,468,284,0.510246648
Waseca,468,284,0.510246648
Waseca,468,284,0.510246648
Freeborn,448,2003,0.585108401
Freeborn,448,2003,0.585108401
Freeborn,448,2003,0.585108401
Freeborn,448,2003,0.585108401
Freeborn,448,2003,0.585108401
Freeborn,448,2003,0.585108401
Freeborn,448,2003,0.585108401
Freeborn,448,2003,0.585108401
Freeborn,448,2003,0.585108401
Freeborn,448,2003,0.585108401
Freeborn,448,2003,0.585108401
Freeborn,448,2003,0.585108401
Freeborn,448,2003,0.585108401
Freeborn,448,2003,0.585108401
Freeborn,448,2003,0.585108401
Freeborn,448,2003,0.585108401
Lac Qui Parle,433,4,0.588319113
Lac Qui Parle,433,4,0.588319113
Lac Qui Parle,433,4,0.588319113
Lac Qui Parle,433,4,0.588319113
Lac Qui Parle,433,4,0.588319113
Lac Qui Parle,433,4,0.588319113
Lac Qui Parle,433,4,0.588319113
Lac Qui Parle,433,4,0.588319113
Lac Qui Parle,433,4,0.588319113
Lac Qui Parle,433,4,0.588319113
Lac Qui Parle,433,4,0.588319113
Lac Qui Parle,433,4,0.588319113
Lac Qui Parle,433,4,0.588319113
Lac Qui Parle,433,4,0.588319113
Lac Qui Parle,433,4,0.588319113
Lac Qui Parle,433,4,0.588319113
Douglas,459,10017,0.477512787
Douglas,459,10017,0.477512787
Douglas,459,10017,0.477512787
Douglas,459,10017,0.477512787
Douglas,459,10017,0.477512787
Douglas,459,10017,0.477512787
Douglas,459,10017,0.477512787
Douglas,459,10017,0.477512787
Douglas,459,10017,0.477512787
Douglas,459,10017,0.477512787
Douglas,459,10017,0.477512787
Douglas,459,10017,0.477512787
Douglas,459,10017,0.477512787
Douglas,459,10017,0.477512787
Douglas,459,10017,0.477512787
Douglas,459,10017,0.477512787
Traverse,415,0,0.592261355
Traverse,415,0,0.592261355
Traverse,415,0,0.592261355
Traverse,415,0,0.592261355
Traverse,415,0,0.592261355
Traverse,415,0,0.592261355
Traverse,415,0,0.592261355
Traverse,415,0,0.592261355
Traverse,415,0,0.592261355
Traverse,415,0,0.592261355
Traverse,415,0,0.592261355
Traverse,415,0,0.592261355
Traverse,415,0,0.592261355
Traverse,415,0,0.592261355
Traverse,415,0,0.592261355
Traverse,415,0,0.592261355
Stevens,336,1911,0.556190597
Stevens,336,1911,0.556190597
Stevens,336,1911,0.556190597
Stevens,336,1911,0.556190597
Stevens,336,1911,0.556190597
Stevens,336,1911,0.556190597
Stevens,336,1911,0.556190597
Stevens,336,1911,0.556190597
Stevens,336,1911,0.556190597
Stevens,336,1911,0.556190597
Stevens,336,1911,0.556190597
Stevens,336,1911,0.556190597
Stevens,336,1911,0.556190597
Stevens,336,1911,0.556190597
Stevens,336,1911,0.556190597
Stevens,336,1911,0.556190597
Hennepin,860,1071,0.666003954
Hennepin,860,1071,0.666003954
Hennepin,860,1071,0.666003954
Hennepin,860,1071,0.666003954
Hennepin,860,1071,0.666003954
Hennepin,860,1071,0.666003954
Hennepin,860,1071,0.666003954
Hennepin,860,1071,0.666003954
Hennepin,860,1071,0.666003954
Hennepin,860,1071,0.666003954
Hennepin,860,1071,0.666003954
Hennepin,860,1071,0.666003954
Hennepin,860,1071,0.666003954
Hennepin,860,1071,0.666003954
Hennepin,860,1071,0.666003954
Hennepin,860,1071,0.666003954
Carver,858,5422,0.428145138
Carver,858,5422,0.428145138
Carver,858,5422,0.428145138
Carver,858,5422,0.428145138
Carver,858,5422,0.428145138
