id,mean_wld,mean_cc,mean_nm,gender,age,education,income,incomefromfarming,landarea,majorityland,primaryrotation,countyresident,countyland,unemploy,costlive,hrwage,taxcost,cashrent,crp2018,landvalu,impstrea,implakes,impwetl,imptotal,childcar,foodcost,healthc,housecos,othercos,dfl08to18,dflmean,concern,att_wld_unfav,att_nm_unfav,comp,norm_control,aware,past,appreciate,social,Cluster,County,Region_y,Watershed
6950969532,-173.1391827,-574.9214751000001,-490.2815199,1.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,Brown,Brown,3.8,43375.0,13.9,394.0,207.0,197.0,6875.0,229.6,2004.0,0.0,20.0,233.0,756.0,417.0,698.0,425.0,0.473061071,0.44646149700000004,0.097654536,0.401292885,0.304018771,0.022976489,-0.10463410000000001,-0.212027729,0.203574875,-0.050855764000000005,0.21360289899999998,1,Brown,Southcentral,Middle Minnesota
6950969532,-173.1391827,-574.9214751000001,-490.2815199,1.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,Brown,Brown,3.8,43375.0,13.9,394.0,207.0,197.0,6875.0,229.6,2004.0,0.0,20.0,233.0,756.0,417.0,698.0,425.0,0.473061071,0.44646149700000004,0.097654536,0.401292885,0.304018771,0.022976489,-0.10463410000000001,-0.212027729,0.203574875,-0.050855764000000005,0.21360289899999998,1,Brown,Southcentral,Cottonwood
6950969532,-173.1391827,-574.9214751000001,-490.2815199,1.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,Brown,Brown,3.8,43375.0,13.9,394.0,207.0,197.0,6875.0,229.6,2004.0,0.0,20.0,233.0,756.0,417.0,698.0,425.0,0.473061071,0.44646149700000004,0.097654536,0.401292885,0.304018771,0.022976489,-0.10463410000000001,-0.212027729,0.203574875,-0.050855764000000005,0.21360289899999998,1,Brown,Southcentral,Watonwan
6950966877,-173.1391827,-574.9214751000001,-490.2815199,1.0,3.0,3.0,4.0,4.0,2.0,1.0,1.0,Watonwan,Watonwan,4.5,44271.0,14.19,417.0,215.0,213.0,6510.0,207.9,700.0,0.0,24.0,189.0,749.0,417.0,698.0,423.0,0.5474074489999999,0.516861187,0.622227988,-0.5975550000000001,-0.642640463,0.236643028,0.11689288699999999,-0.282390989,0.239966485,-0.131468531,-0.14889472,2,Watonwan,Southcentral,Blue Earth
6950966877,-173.1391827,-574.9214751000001,-490.2815199,1.0,3.0,3.0,4.0,4.0,2.0,1.0,1.0,Watonwan,Watonwan,4.5,44271.0,14.19,417.0,215.0,213.0,6510.0,207.9,700.0,0.0,24.0,189.0,749.0,417.0,698.0,423.0,0.5474074489999999,0.516861187,0.622227988,-0.5975550000000001,-0.642640463,0.236643028,0.11689288699999999,-0.282390989,0.239966485,-0.131468531,-0.14889472,2,Watonwan,Southcentral,Middle Minnesota
6950966877,-173.1391827,-574.9214751000001,-490.2815199,1.0,3.0,3.0,4.0,4.0,2.0,1.0,1.0,Watonwan,Watonwan,4.5,44271.0,14.19,417.0,215.0,213.0,6510.0,207.9,700.0,0.0,24.0,189.0,749.0,417.0,698.0,423.0,0.5474074489999999,0.516861187,0.622227988,-0.5975550000000001,-0.642640463,0.236643028,0.11689288699999999,-0.282390989,0.239966485,-0.131468531,-0.14889472,2,Watonwan,Southcentral,Watonwan
6950963846,-173.1391827,-574.9214751000001,-490.2815199,2.0,3.0,2.0,2.0,2.0,1.0,3.0,7.0,Blue Earth,Blue Earth,3.0,47201.0,15.13,478.0,215.0,232.0,7565.0,344.4,5253.0,0.0,42.0,237.0,746.0,417.0,874.0,474.0,0.597152583,0.573103888,0.9570229309999999,-1.005934326,0.258133287,0.246522943,-0.258602491,-0.22087678,-0.308189425,0.221982497,-0.14232077699999998,0,Blue Earth,Southcentral,Blue Earth
6950963846,-173.1391827,-574.9214751000001,-490.2815199,2.0,3.0,2.0,2.0,2.0,1.0,3.0,7.0,Blue Earth,Blue Earth,3.0,47201.0,15.13,478.0,215.0,232.0,7565.0,344.4,5253.0,0.0,42.0,237.0,746.0,417.0,874.0,474.0,0.597152583,0.573103888,0.9570229309999999,-1.005934326,0.258133287,0.246522943,-0.258602491,-0.22087678,-0.308189425,0.221982497,-0.14232077699999998,0,Blue Earth,Southcentral,Middle Minnesota
6950963846,-173.1391827,-574.9214751000001,-490.2815199,2.0,3.0,2.0,2.0,2.0,1.0,3.0,7.0,Blue Earth,Blue Earth,3.0,47201.0,15.13,478.0,215.0,232.0,7565.0,344.4,5253.0,0.0,42.0,237.0,746.0,417.0,874.0,474.0,0.597152583,0.573103888,0.9570229309999999,-1.005934326,0.258133287,0.246522943,-0.258602491,-0.22087678,-0.308189425,0.221982497,-0.14232077699999998,0,Blue Earth,Southcentral,Watonwan
6950963846,-173.1391827,-574.9214751000001,-490.2815199,2.0,3.0,2.0,2.0,2.0,1.0,3.0,7.0,Blue Earth,Blue Earth,3.0,47201.0,15.13,478.0,215.0,232.0,7565.0,344.4,5253.0,0.0,42.0,237.0,746.0,417.0,874.0,474.0,0.597152583,0.573103888,0.9570229309999999,-1.005934326,0.258133287,0.246522943,-0.258602491,-0.22087678,-0.308189425,0.221982497,-0.14232077699999998,0,Blue Earth,Southcentral,Le Sueur
6949522020,-173.1391827,-574.9214751000001,-490.2815199,1.0,4.0,2.0,,5.0,4.0,1.0,1.0,Cottonwood,Cottonwood,6.1,44199.0,14.17,415.0,184.0,202.0,7059.0,165.2,1242.0,0.0,19.0,208.0,760.0,417.0,698.0,426.0,0.48762491799999996,0.461972609,-1.612008935,1.28004269,0.343692331,-0.8880172190000001,0.177587634,-0.301737777,0.24699288100000003,0.174400615,-0.08011051599999999,1,Cottonwood,Southwest,Blue Earth
6949522020,-173.1391827,-574.9214751000001,-490.2815199,1.0,4.0,2.0,,5.0,4.0,1.0,1.0,Cottonwood,Cottonwood,6.1,44199.0,14.17,415.0,184.0,202.0,7059.0,165.2,1242.0,0.0,19.0,208.0,760.0,417.0,698.0,426.0,0.48762491799999996,0.461972609,-1.612008935,1.28004269,0.343692331,-0.8880172190000001,0.177587634,-0.301737777,0.24699288100000003,0.174400615,-0.08011051599999999,1,Cottonwood,Southwest,Middle Minnesota
6949522020,-173.1391827,-574.9214751000001,-490.2815199,1.0,4.0,2.0,,5.0,4.0,1.0,1.0,Cottonwood,Cottonwood,6.1,44199.0,14.17,415.0,184.0,202.0,7059.0,165.2,1242.0,0.0,19.0,208.0,760.0,417.0,698.0,426.0,0.48762491799999996,0.461972609,-1.612008935,1.28004269,0.343692331,-0.8880172190000001,0.177587634,-0.301737777,0.24699288100000003,0.174400615,-0.08011051599999999,1,Cottonwood,Southwest,Cottonwood
6949522020,-173.1391827,-574.9214751000001,-490.2815199,1.0,4.0,2.0,,5.0,4.0,1.0,1.0,Cottonwood,Cottonwood,6.1,44199.0,14.17,415.0,184.0,202.0,7059.0,165.2,1242.0,0.0,19.0,208.0,760.0,417.0,698.0,426.0,0.48762491799999996,0.461972609,-1.612008935,1.28004269,0.343692331,-0.8880172190000001,0.177587634,-0.301737777,0.24699288100000003,0.174400615,-0.08011051599999999,1,Cottonwood,Southwest,Watonwan
6949520595,-173.1391827,-574.9214751000001,-490.2815199,1.0,3.0,2.0,5.0,4.0,3.0,1.0,1.0,Blue Earth,Blue Earth,3.0,47201.0,15.13,478.0,215.0,232.0,7565.0,344.4,5253.0,0.0,42.0,237.0,746.0,417.0,874.0,474.0,0.597152583,0.573103888,-1.32307671,-0.607061437,0.29635169699999997,-0.294020141,-0.366765596,-0.273843601,0.23706583,0.334069427,-0.077466329,1,Blue Earth,Southcentral,Blue Earth
6949520595,-173.1391827,-574.9214751000001,-490.2815199,1.0,3.0,2.0,5.0,4.0,3.0,1.0,1.0,Blue Earth,Blue Earth,3.0,47201.0,15.13,478.0,215.0,232.0,7565.0,344.4,5253.0,0.0,42.0,237.0,746.0,417.0,874.0,474.0,0.597152583,0.573103888,-1.32307671,-0.607061437,0.29635169699999997,-0.294020141,-0.366765596,-0.273843601,0.23706583,0.334069427,-0.077466329,1,Blue Earth,Southcentral,Middle Minnesota
6949520595,-173.1391827,-574.9214751000001,-490.2815199,1.0,3.0,2.0,5.0,4.0,3.0,1.0,1.0,Blue Earth,Blue Earth,3.0,47201.0,15.13,478.0,215.0,232.0,7565.0,344.4,5253.0,0.0,42.0,237.0,746.0,417.0,874.0,474.0,0.597152583,0.573103888,-1.32307671,-0.607061437,0.29635169699999997,-0.294020141,-0.366765596,-0.273843601,0.23706583,0.334069427,-0.077466329,1,Blue Earth,Southcentral,Watonwan
6949520595,-173.1391827,-574.9214751000001,-490.2815199,1.0,3.0,2.0,5.0,4.0,3.0,1.0,1.0,Blue Earth,Blue Earth,3.0,47201.0,15.13,478.0,215.0,232.0,7565.0,344.4,5253.0,0.0,42.0,237.0,746.0,417.0,874.0,474.0,0.597152583,0.573103888,-1.32307671,-0.607061437,0.29635169699999997,-0.294020141,-0.366765596,-0.273843601,0.23706583,0.334069427,-0.077466329,1,Blue Earth,Southcentral,Le Sueur
6949519165,-173.1391827,-574.9214751000001,-490.2815199,1.0,4.0,1.0,2.0,4.0,2.0,1.0,1.0,Todd,Todd,4.3,47666.0,15.28,503.0,66.0,63.0,1986.0,0.0,0.0,0.0,0.0,195.0,743.0,417.0,698.0,421.0,0.47458725399999996,0.463180178,-0.268121053,0.09731103099999999,-0.5383957770000001,0.032507282,-0.125433582,-0.30818593,0.003160775,-0.215990065,-0.06831484,1,Todd,Northeast,
6949517026,-173.1391827,-574.9214751000001,-490.2815199,2.0,4.0,2.0,,,,2.0,3.0,Le Sueur,Le Sueur,4.8,50857.0,16.3,579.0,228.0,222.0,6745.0,95.5,5867.0,0.0,23.0,256.0,743.0,417.0,764.0,440.0,0.5040713029999999,0.456636592,0.24191584600000002,-0.319436577,0.316836002,-0.02119681,-0.532098234,-0.30419413300000003,-0.686489593,-0.10776384,0.148196934,0,Le Sueur,Southcentral,Middle Minnesota
6949517026,-173.1391827,-574.9214751000001,-490.2815199,2.0,4.0,2.0,,,,2.0,3.0,Le Sueur,Le Sueur,4.8,50857.0,16.3,579.0,228.0,222.0,6745.0,95.5,5867.0,0.0,23.0,256.0,743.0,417.0,764.0,440.0,0.5040713029999999,0.456636592,0.24191584600000002,-0.319436577,0.316836002,-0.02119681,-0.532098234,-0.30419413300000003,-0.686489593,-0.10776384,0.148196934,0,Le Sueur,Southcentral,Le Sueur
6949517026,-173.1391827,-574.9214751000001,-490.2815199,2.0,4.0,2.0,,,,2.0,3.0,Le Sueur,Le Sueur,4.8,50857.0,16.3,579.0,228.0,222.0,6745.0,95.5,5867.0,0.0,23.0,256.0,743.0,417.0,764.0,440.0,0.5040713029999999,0.456636592,0.24191584600000002,-0.319436577,0.316836002,-0.02119681,-0.532098234,-0.30419413300000003,-0.686489593,-0.10776384,0.148196934,0,Le Sueur,Southcentral,Lower Minnesota
6949515466,-173.1391827,-574.9214751000001,-490.2815199,1.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,Douglas,Douglas,3.3,46153.0,14.79,459.0,119.0,129.0,3410.0,4.4,10017.0,11.03,16.0,220.0,748.0,417.0,764.0,442.0,0.47751278700000005,0.458586311,0.724720708,-0.6117474079999999,0.276275311,0.38754318,-0.37075640600000004,-0.30403858,-0.683777071,-0.009437273000000001,0.028597332000000003,0,Douglas,Westcentral,Pomme De Terre
6949515466,-173.1391827,-574.9214751000001,-490.2815199,1.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,Douglas,Douglas,3.3,46153.0,14.79,459.0,119.0,129.0,3410.0,4.4,10017.0,11.03,16.0,220.0,748.0,417.0,764.0,442.0,0.47751278700000005,0.458586311,0.724720708,-0.6117474079999999,0.276275311,0.38754318,-0.37075640600000004,-0.30403858,-0.683777071,-0.009437273000000001,0.028597332000000003,0,Douglas,Westcentral,Chippewa
6949513982,-173.1391827,-574.9214751000001,-490.2815199,1.0,4.0,4.0,1.0,1.0,1.0,3.0,10.0,Hennepin,Becker,3.1,64137.0,20.56,860.0,97.0,131.0,18090.0,31.3,1071.0,0.0,22.0,707.0,784.0,486.0,1113.0,555.0,0.666003954,0.627656542,0.955606587,-0.6680767089999999,-0.574953046,0.417829064,-0.168316313,-0.057481200999999996,0.034799926,0.147424528,0.21860053699999998,2,Hennepin,Southcentral,Lower Minnesota
6949512250,-173.1391827,-574.9214751000001,-490.2815199,1.0,3.0,4.0,4.0,5.0,3.0,2.0,1.0,Swift,Swift,4.2,43738.0,14.02,404.0,150.0,174.0,5396.0,150.7,1837.0,0.0,19.0,196.0,765.0,417.0,698.0,428.0,0.5994114229999999,0.5770359970000001,1.7894761469999998,-0.370867994,-0.565100239,0.21704732699999998,-0.019374972,0.208591322,0.249034492,0.253390777,0.113062409,2,Swift,Westcentral,Pomme De Terre
6949512250,-173.1391827,-574.9214751000001,-490.2815199,1.0,3.0,4.0,4.0,5.0,3.0,2.0,1.0,Swift,Swift,4.2,43738.0,14.02,404.0,150.0,174.0,5396.0,150.7,1837.0,0.0,19.0,196.0,765.0,417.0,698.0,428.0,0.5994114229999999,0.5770359970000001,1.7894761469999998,-0.370867994,-0.565100239,0.21704732699999998,-0.019374972,0.208591322,0.249034492,0.253390777,0.113062409,2,Swift,Westcentral,Chippewa
6949512250,-173.1391827,-574.9214751000001,-490.2815199,1.0,3.0,4.0,4.0,5.0,3.0,2.0,1.0,Swift,Swift,4.2,43738.0,14.02,404.0,150.0,174.0,5396.0,150.7,1837.0,0.0,19.0,196.0,765.0,417.0,698.0,428.0,0.5994114229999999,0.5770359970000001,1.7894761469999998,-0.370867994,-0.565100239,0.21704732699999998,-0.019374972,0.208591322,0.249034492,0.253390777,0.113062409,2,Swift,Westcentral,Upper Minnesota
6949510004,-173.1391827,-574.9214751000001,-490.2815199,1.0,3.0,3.0,,5.0,3.0,1.0,1.0,Redwood,Redwood,3.9,44509.0,14.27,423.0,197.0,187.0,6552.0,254.2,54.0,0.0,19.0,199.0,764.0,417.0,698.0,427.0,0.476013148,0.45567552899999997,-0.203568185,0.228254555,1.103531385,-0.037190383,0.18896866899999998,-0.304920581,0.198468155,0.03281201,-0.146771534,1,Redwood,Southwest,Hawk-Yellow Medicine
6949510004,-173.1391827,-574.9214751000001,-490.2815199,1.0,3.0,3.0,,5.0,3.0,1.0,1.0,Redwood,Redwood,3.9,44509.0,14.27,423.0,197.0,187.0,6552.0,254.2,54.0,0.0,19.0,199.0,764.0,417.0,698.0,427.0,0.476013148,0.45567552899999997,-0.203568185,0.228254555,1.103531385,-0.037190383,0.18896866899999998,-0.304920581,0.198468155,0.03281201,-0.146771534,1,Redwood,Southwest,Redwood
6949510004,-173.1391827,-574.9214751000001,-490.2815199,1.0,3.0,3.0,,5.0,3.0,1.0,1.0,Redwood,Redwood,3.9,44509.0,14.27,423.0,197.0,187.0,6552.0,254.2,54.0,0.0,19.0,199.0,764.0,417.0,698.0,427.0,0.476013148,0.45567552899999997,-0.203568185,0.228254555,1.103531385,-0.037190383,0.18896866899999998,-0.304920581,0.198468155,0.03281201,-0.146771534,1,Redwood,Southwest,Middle Minnesota
6949510004,-173.1391827,-574.9214751000001,-490.2815199,1.0,3.0,3.0,,5.0,3.0,1.0,1.0,Redwood,Redwood,3.9,44509.0,14.27,423.0,197.0,187.0,6552.0,254.2,54.0,0.0,19.0,199.0,764.0,417.0,698.0,427.0,0.476013148,0.45567552899999997,-0.203568185,0.228254555,1.103531385,-0.037190383,0.18896866899999998,-0.304920581,0.198468155,0.03281201,-0.146771534,1,Redwood,Southwest,Cottonwood
6949508507,588.4624221,186.73066310000002,293.5370819,1.0,4.0,1.0,3.0,5.0,3.0,1.0,1.0,Otter Tail,Otter Tail,4.2,46600.0,14.94,476.0,110.0,106.0,2686.0,14.5,7871.0,0.0,10.0,210.0,752.0,417.0,698.0,424.0,0.46280460799999995,0.452347745,0.503219861,0.229385673,0.307691475,-0.000605317,-0.190621257,-0.10984001800000001,0.205938762,0.020183022,0.047344858,1,Otter Tail,Northwest,Pomme De Terre
6949508507,588.4624221,186.73066310000002,293.5370819,1.0,4.0,1.0,3.0,5.0,3.0,1.0,1.0,Otter Tail,Otter Tail,4.2,46600.0,14.94,476.0,110.0,106.0,2686.0,14.5,7871.0,0.0,10.0,210.0,752.0,417.0,698.0,424.0,0.46280460799999995,0.452347745,0.503219861,0.229385673,0.307691475,-0.000605317,-0.190621257,-0.10984001800000001,0.205938762,0.020183022,0.047344858,1,Otter Tail,Northwest,Chippewa
6949506509,588.4624221,186.73066310000002,293.5370819,1.0,3.0,2.0,6.0,5.0,3.0,1.0,1.0,Grant,Stevens,4.3,47714.0,15.29,504.0,150.0,168.0,4911.0,114.6,6178.0,0.0,10.0,210.0,762.0,417.0,698.0,427.0,0.563708026,0.546157232,-0.142455972,0.42958933299999996,0.28975113199999997,0.027024044,0.055852963,-0.250661123,0.171507283,-0.10695858,-0.083389168,1,Grant,Westcentral,Lac Qui Parle
6949506509,588.4624221,186.73066310000002,293.5370819,1.0,3.0,2.0,6.0,5.0,3.0,1.0,1.0,Grant,Stevens,4.3,47714.0,15.29,504.0,150.0,168.0,4911.0,114.6,6178.0,0.0,10.0,210.0,762.0,417.0,698.0,427.0,0.563708026,0.546157232,-0.142455972,0.42958933299999996,0.28975113199999997,0.027024044,0.055852963,-0.250661123,0.171507283,-0.10695858,-0.083389168,1,Grant,Westcentral,Pomme De Terre
6949506509,588.4624221,186.73066310000002,293.5370819,1.0,3.0,2.0,6.0,5.0,3.0,1.0,1.0,Grant,Stevens,4.3,47714.0,15.29,504.0,150.0,168.0,4911.0,114.6,6178.0,0.0,10.0,210.0,762.0,417.0,698.0,427.0,0.563708026,0.546157232,-0.142455972,0.42958933299999996,0.28975113199999997,0.027024044,0.055852963,-0.250661123,0.171507283,-0.10695858,-0.083389168,1,Grant,Westcentral,Chippewa
6949506509,588.4624221,186.73066310000002,293.5370819,1.0,3.0,2.0,6.0,5.0,3.0,1.0,1.0,Grant,Stevens,4.3,47714.0,15.29,504.0,150.0,168.0,4911.0,114.6,6178.0,0.0,10.0,210.0,762.0,417.0,698.0,427.0,0.563708026,0.546157232,-0.142455972,0.42958933299999996,0.28975113199999997,0.027024044,0.055852963,-0.250661123,0.171507283,-0.10695858,-0.083389168,1,Grant,Westcentral,Upper Minnesota
6949504595,588.4624221,186.73066310000002,293.5370819,1.0,3.0,3.0,5.0,5.0,2.0,1.0,1.0,Faribault,Faribault,4.4,45400.0,14.55,445.0,209.0,219.0,6585.0,136.2,199.0,0.0,12.0,203.0,784.0,417.0,698.0,433.0,0.490212387,0.463059358,-0.323276883,-0.01334261,0.305235195,-0.088307049,-0.263352071,-0.139532776,0.228099114,-0.049885985,-0.064142096,1,Faribault,Southcentral,Blue Earth
6949504595,588.4624221,186.73066310000002,293.5370819,1.0,3.0,3.0,5.0,5.0,2.0,1.0,1.0,Faribault,Faribault,4.4,45400.0,14.55,445.0,209.0,219.0,6585.0,136.2,199.0,0.0,12.0,203.0,784.0,417.0,698.0,433.0,0.490212387,0.463059358,-0.323276883,-0.01334261,0.305235195,-0.088307049,-0.263352071,-0.139532776,0.228099114,-0.049885985,-0.064142096,1,Faribault,Southcentral,Le Sueur
6949502871,588.4624221,186.73066310000002,293.5370819,1.0,3.0,3.0,6.0,5.0,3.0,1.0,1.0,Stevens,Stevens,2.8,41053.0,13.16,336.0,150.0,164.0,5718.0,21.5,1911.0,77.27,10.0,184.0,751.0,417.0,698.0,424.0,0.5561905970000001,0.538722106,0.7293605209999999,-0.051300432,-0.47564604899999996,0.18449136300000002,0.23485419899999999,-0.09804991800000001,0.18219517100000002,0.339222993,-0.035901307,2,Stevens,Westcentral,Pomme De Terre
6949502871,588.4624221,186.73066310000002,293.5370819,1.0,3.0,3.0,6.0,5.0,3.0,1.0,1.0,Stevens,Stevens,2.8,41053.0,13.16,336.0,150.0,164.0,5718.0,21.5,1911.0,77.27,10.0,184.0,751.0,417.0,698.0,424.0,0.5561905970000001,0.538722106,0.7293605209999999,-0.051300432,-0.47564604899999996,0.18449136300000002,0.23485419899999999,-0.09804991800000001,0.18219517100000002,0.339222993,-0.035901307,2,Stevens,Westcentral,Chippewa
6949502871,588.4624221,186.73066310000002,293.5370819,1.0,3.0,3.0,6.0,5.0,3.0,1.0,1.0,Stevens,Stevens,2.8,41053.0,13.16,336.0,150.0,164.0,5718.0,21.5,1911.0,77.27,10.0,184.0,751.0,417.0,698.0,424.0,0.5561905970000001,0.538722106,0.7293605209999999,-0.051300432,-0.47564604899999996,0.18449136300000002,0.23485419899999999,-0.09804991800000001,0.18219517100000002,0.339222993,-0.035901307,2,Stevens,Westcentral,Upper Minnesota
6949501136,588.4624221,186.73066310000002,293.5370819,1.0,3.0,1.0,3.0,5.0,2.0,1.0,1.0,Murray,Murray,4.6,46138.0,14.79,464.0,225.0,177.0,6435.0,0.0,0.0,83.99,2.0,198.0,775.0,417.0,698.0,431.0,0.5033792979999999,0.485067304,-0.829624412,-0.728019582,0.820273686,-0.667739878,-0.393837038,-0.19019959,0.181576254,-0.106428325,-0.147304137,1,Murray,Southwest,Redwood
6949501136,588.4624221,186.73066310000002,293.5370819,1.0,3.0,1.0,3.0,5.0,2.0,1.0,1.0,Murray,Murray,4.6,46138.0,14.79,464.0,225.0,177.0,6435.0,0.0,0.0,83.99,2.0,198.0,775.0,417.0,698.0,431.0,0.5033792979999999,0.485067304,-0.829624412,-0.728019582,0.820273686,-0.667739878,-0.393837038,-0.19019959,0.181576254,-0.106428325,-0.147304137,1,Murray,Southwest,Cottonwood
